,title,salary,company,description,location
3052,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3053,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3054,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3055,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3056,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3057,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3058,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
3059,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
3060,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
3061,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3062,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
3063,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3064,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3065,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3066,Research Statistician,,The Geneva Foundation,"The Geneva Foundation is a non-profit organization which promotes and supports military medicine. The Foundation has built relationships with highly skilled,…","San Antonio, TX"
3067,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights. In This Role You Will….,"Fort Wayne, IN"
3068,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3069,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
3070,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
3071,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
3072,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3073,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
3074,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3075,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3076,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3077,Research Statistician,,The Geneva Foundation,"The Geneva Foundation is a non-profit organization which promotes and supports military medicine. The Foundation has built relationships with highly skilled,…","San Antonio, TX"
3078,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights. In This Role You Will….,"Fort Wayne, IN"
3079,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3080,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3081,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3082,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3083,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3084,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3085,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3086,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3087,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3088,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3089,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3090,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3091,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3092,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3093,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3094,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3095,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3096,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3097,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3098,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3099,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3100,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3101,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3102,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3103,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3104,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3105,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3106,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3107,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3108,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3109,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3110,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3111,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3112,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3113,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3114,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3115,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3116,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3117,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3118,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3119,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3120,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3121,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3122,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3123,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3124,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3125,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3126,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3127,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3128,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3129,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3130,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3131,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3132,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3133,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3134,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3135,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3136,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3137,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3138,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3139,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3140,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3141,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3142,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3143,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3144,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3145,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3146,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3147,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3148,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3149,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3150,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3151,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3152,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3153,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3154,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3155,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3156,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3157,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3158,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3159,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3160,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3161,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3162,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3163,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3164,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3165,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3166,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3167,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3168,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3169,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3170,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3171,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3172,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3173,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3174,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3175,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3176,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3177,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3178,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3179,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,"Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. At ServiceNow, our technology makes the world work…","Denver, CO +4 locations"
3180,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff. Join us on our mission!","Redwood City, CA"
3181,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau. BOSTON, MA | REMOTE - US.","Boston, MA"
3182,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3183,"Director, Data Science","$166,600 a year",Tableau,Do you love seeing data drive business decisions? 3+ years of experience directly managing data scientists and analytics teams.,"Seattle, WA"
3184,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3185,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3186,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3187,Research Statistician,,The Geneva Foundation,"The Geneva Foundation is a non-profit organization which promotes and supports military medicine. The Foundation has built relationships with highly skilled,…","San Antonio, TX"
3188,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights. In This Role You Will….,"Fort Wayne, IN"
3189,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3190,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3191,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3192,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3193,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3194,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3195,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3196,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3197,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3198,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
3199,Data Science Analyst,,MedPro Group,Experience with exploratory data analysis. Build natural language models for medical data extraction and better claim insights.,"Fort Wayne, IN"
3200,Remote Senior Data Analyst - Enterprise RCS - Smart Buildings,,Siemens,"Acquires data from primary or secondary data sources and maintain databases/data systems. Operates and optimizes pre-defined tools, applications and data bases…",United States +1 location
3201,Senior Business Data Analyst,"$87,300 - $149,040 a year",ServiceNow,Design and create wireframes for data visualizations on Tableau as part of project requirements discussion. The Senior Business Data Analyst will have an end to…,"Denver, CO +4 locations"
3202,Senior Director of Analytics and Data Science,,Course Hero,"Passion for enabling analytics and data science best practices. Recruit, hire, and retain world-class analytics and data science staff.","Redwood City, CA"
3203,"LEAD ANALYST, IGAMING PRODUCT ANALYTICS",,DraftKings,"Ideally, you have 4+ years of business analytics or data science experience. Familiar with data visualization tools such as Tableau.","Boston, MA"
3204,Customer Data Analyst,,Verint Systems Inc.,"The right candidate will be passionate about using tools and technology, experienced with data analysis and visualization, and enthusiastic about telling the…",Remote
3205,"Director, Data Science","$166,600 a year",Tableau,"3+ years of experience directly managing data scientists and analytics teams. Experience with graph databases, and data presentation of customer behavior.","Seattle, WA"
3206,"Postdoctoral Fellow, Data Science RWE Advanced Analytics",,Johnson & Johnson,Proven track record of consistently delivering on high impact data science projects. Hands-on technical data analysis and machine learning modeling experience.,United States +1 location
3207,Sr Associate Data Scientist (REMOTE),"$96,800 - $159,700 a year","The Travelers Companies, Inc.","Heavy concentration in mathematics, including statistics and programming, business intelligence/analytics, as well as data science tools and research using…","Hartford, CT"
3208,Data Analyst with Databricks,$60 - $65 an hour,DataPattern,"Development of Roadmap based on provided strategy for implementing the Streaming Analytics, Aggregation capabilities so that data science team can implement the…",Remote
3209,Research Statistician,,The Geneva Foundation,"Approximately 10 Hours a week (25% Effort). Possesses a working knowledge of the Employee Handbook, User’s Guide and Standard Operating Procedures (SOPs) as…","San Antonio, TX"
