,title,company,salary,location,jobtype,qualifications,benefits,description
2172,Data Engineer (P),DCI Solutions,"$175,000 - $250,000 a yearQuick Apply","Chantilly, VA +1 location",Full-time,"SQL
Software troubleshooting
R
Python
Pandas
Bachelor of Science
Bachelor's degree","Health savings account
Dental insurance
Health insurance
Professional development assistance
Flexible schedule","Distributes computation, includes data normalization. Debugs issues related to delayed or missing data feeds. Develops and deploys technical solutions to:"
2173,Data Engineer (Data & Pipelines),Homebot,"$125,000 - $143,000 a yearQuick Apply",Remote ,Full-time,"React
Elasticsearch
SQL
Node.js
Go","Health insurance
Food provided
401(k)
Employee assistance program
401(k) matching","Maintain our data platform with timely and quality data. Comfortable working with data and data systems via SQL, Elasticsearch Query DSL or similar data…"
2174,Data Engineer Senior,USAA,,"San Antonio, TX ",2 days ago,"Relational databases
SQL
DataStage
Agile
Data lake
Bachelor's degree","Dental insurance
Health insurance
Continuing education credits
Paid time off
Adoption assistance","6 years of data engineering, data analysis or software development experience implementing data solutions with at least 2 years of data engineering or data…"
2175,Data Platform Engineer,SafeGraph,"Estimated: $110,000 - $150,000 a yearQuick Apply","Seattle, WA +1 location",12 days ago,"Scala
Python
Series 65
Java","Dental insurance
401(k)
Health insurance
Vision insurance","Expertise in building/tuning large scale data processing pipelines/systems, but this is not a role to build data pipelines."
2176,"Optum Digital Software Engineer, Data - Telecommute",Optum,"$66,100 - $118,300 a year","Chicago, IL ",Full-time,"Scala
PostgreSQL
Python
Kubernetes
Big data
Bachelor of Science
Bachelor's degree
Pass drug screening
Current immunizations","401(k)
401(k) matching","Exposure to data modeling methodologies. Design, develop and productionize scalable and resilient data pipelines in a cloud-based data platform."
2177,Data Engineer,Edrstaffing,"$140,000 - $170,000 a yearQuick Apply",Remote +1 location,Full-time,"Spark
Test automation
Scala
Apache
Analytics
Doctoral degree
Bachelor's degree
Master's degree
Doctor of Philosophy","Stock options
Dental insurance
Health insurance
Disability insurance
Paid time off"," 6+ years experience engineering software and data platforms / enterprise- scale data warehouses, preferably with knowledge of open source Apache."
2178,Senior Data Scientist/Machine Learning Engineer,"Dynamic Placement Services, LLC",Quick Apply,"Redwood City, CA +1 location",Full-time,"Research
SQL
PyTorch
Predictive analytics
TensorFlow
US work authorization","Dental insurance
Health insurance
401(k) matching
Paid time off
401(k)","The candidate will be part of a small team and will gather and analyze data, apply machine learning models, and deploy data to create client facing products…"
2179,Senior Data Science Engineer,Sust Global,"Estimated: $170,000 - $220,000 a yearQuick Apply","San Francisco, CA ",,,,"Expertise building data pipelines using big data technologies (Spark, Beam, etc.). Build efficient, adaptable, and scalable data pipelines to process structured…"
2180,Data Engineer,Denken Solution's Inc,$40 - $65 an hourQuick Apply,Remote ,Full-time | Contract,"SQL
Git
Informatica
Analytics
Python
Bachelor's degree
US work authorization","Health insurance
401(k)",5-7 years experience in developing data/analytics applications. Manage complete life cycle of development for the data archival application with minimal…
2181,Data Security Engineer,Apex Systems,Quick Apply,"Atlanta, GA ",Full-time,"Analysis skills
Network protocols
Azure
Customer service
SQL",,Experience with and ability to maintain confidentiality of data. This position works with IT infrastructure support SMEs to ensure the database activity…
2182,Cloud Data Security Engineer - Active TS/SCI required,General Dynamics,"Estimated: $120,000 - $170,000 a year","Washington, DC ",Full-time,"Information security
Legal drafting
FedRAMP
IAT
Communication skills
Bachelor of Science
Bachelor's degree
Current immunizations",,"Support a high profile Federal Government program, providing expertise in data security policy development, risk assessment, and data security auditing."
2183,Data Engineer II,2U,"$120,000 a yearQuick Apply","Brooklyn, NY ",,,,Maintaining data pipelines & data systems. Experience in designing data pipelines & data solutions for analytical data warehousing.
2184,Software Data Engineer,Jacobs,"Estimated: $92,000 - $130,000 a year","Macdill AFB, FL +1 location",Full-time,"Writing skills
SQL
Spark
Pandas
R
Pass drug screening
Background check","Employee stock purchase plan
Health insurance
Disability insurance
Tuition reimbursement
Paid time off",Debug issues related to delayed or missing data feeds. Setup transfers of data feeds from source systems into location accessible to Foundry.
2185,Data Platform Engineer,"JPMorgan Chase Bank, N.A.",,"Plano, TX ",Full-time,"Web services
Shell Scripting
NoSQL
Cassandra
UNIX
Bachelor of Science
Bachelor's degree",,Implement new platform features and data services. Help optimize and fine tuning scalable performant data pipelines.
2186,"Senior Cloud Systems Engineer, Data Operations",mParticle,"Estimated: $140,000 - $190,000 a year","New York, NY ",Full-time,"Ansible
DevOps
Apache
Spark
Docker",,"Be the SME engineer for your areas of responsibility. Be responsible for the flawless operation of our Spark and Airflow pipelines, working with data engineers…"
2187,Data Engineer,Miracle Software Systems,"Estimated: $100,000 - $140,000 a year",Georgia +2 locations,Contract,"SQL
VMWare
Tableau
CI/CD
Application development",,Ability to handle huge datasets and performing quick data analysis to extract insights from raw data for sharing with clients with storytelling.
2188,"Data Engineer, Business Intelligence",Cardinal Health,"$88,500 - $126,400 a year",United States ,3 days ago,"Cognos
CSS
SQL
Microsoft Excel
SSIS
Bachelor's degree","Health insurance
401(k)
Disability insurance
Paid time off","Understands current data context, processes and availability, and how current data processes and existing data can be leveraged to achieve the desired benefits."
2189,"Principal Infrastructure Engineer - Data Platform, Segment Infrastructure",Twilio,"Estimated: $130,000 - $160,000 a yearQuick Apply","Austin, TX ",,,,"Deep expertise in building and operating distributed big data systems. Have hands-on experience in architecting and building big data systems such as Kafka,…"
2190,"Cloud, BI, Data Engineer","JPMorgan Chase Bank, N.A.",,"Jersey City, NJ ",Full-time,"Azure
Tableau
Scrum
Database design
Data visualization
Bachelor of Science
Bachelor's degree",,"Knowledge of architecture, design and business processes including data cataloging, metadata management, data API development etc."
2191,Data Engineers,Artha Solution,"Estimated: $52,000 - $69,000 a year","Scottsdale, AZ ",Internship,"Communication skills
SQL
Data management
Databases
NoSQL
Bachelor of Science
Bachelor's degree",,"Fundamental Knowledge of databases, data warehousing, data integration, and BI tools. Experience/knowledge on databases, data management, data integration, Big…"
2192,Trainee Data Centre Engineer,"CyrusOne, LLC.","Estimated: $79,000 - $110,000 a year","London, OH ",Full-time,"Microsoft Outlook
Communication skills",On-the-job training,Trainee Data Centre Engineer will work with our busy data centre team and will work alongside experienced engineers to gain hands on experience and knowledge of…
2193,"Storage and Data Protection Engineer | Las Vegas, NV",Photon,"Estimated: $94,000 - $130,000 a year",Nevada ,,,,"Experience with fabric switching solutions, SCSI-fiber bridges, cable management, and other data center storage technologies."
2194,Sr. Big Data Dev/Ops Engineer,"V-Soft Consulting Group, Inc.","Estimated: $110,000 - $150,000 a yearQuick Apply","Belmont, CA ",Contract,"Confluence
DevOps
ServiceNow
Machine learning
Back-end development
Bachelor's degree",,Lead the DevOps efforts for a petabyte-scale data collection and machine learning infrastructure project that will power future intelligent driving systems.
2195,Scala/Spark/Java/Hadoop/Kafka Data Engineer,Kforce,,"Maryland Heights, MO ",Contract,"Scala
Hadoop
Spark
SDLC
Kafka",,4 years of hands on experience with Hadoop distributed frameworks while handling large amount of big data using Spark and Hadoop Ecosystems.
2196,Data Engineer,RAPS PROFESSIONAL SERVICES PRIVATE LIMITED,"$84,482 - $190,739 a yearQuick Apply",Remote ,Contract,"Power BI
Azure
SQL
Visual Studio
SSIS
US work authorization",,"5+ years of ETL / data engineering. Candidate should be very strong on Azure SQL.*. ETL Tools: * Visual Studio 2015 (SSIS), Informatica PowerCenter 10.1.1/9.1,…"
2197,"Senior Software Engineer, TikTok Data Access",TikTok,"Estimated: $120,000 - $170,000 a year","San Francisco, CA +2 locations",,,,"TikTok Data Access team is responsible for data access control to all online TikTok data, managing data schema in code for attribution and governing, layout…"
2198,Data Platform Engineer - Experimentation Platform,Stitch Fix,"Estimated: $110,000 - $150,000 a year","San Francisco, CA +1 location",,,,"We're looking for an experienced data platform engineer to help us design and implement world class experimentation techniques at scale with a focus on quality,…"
2199,"Sr. Engineer, Data Engineering and Operations",Comcast,,"Philadelphia, PA ",,,,"Engineers are responsible for assisting with the architecture design, and building the ETL pipeline of our master data assets."
2200,Data Engineer General,Global Information Technology,"Estimated: $87,000 - $120,000 a yearQuick Apply","Dearborn, MI ",Contract,"SQL
SAP S/4HANA
Apache Hive
Informatica
Alteryx
Bachelor's degree",,3+ years of progressive responsibilities in managing data and data processes. Experience working with data in Informatica.
2201,Virtual Data Room Engineer- VP,Citi,,"Irving, TX ",Full-time,Product management,,"Citi Technology Infrastructure (CTI) provides the critical technical foundation for Citi’s operations and is responsible for delivering reliable IT solutions,…"
2202,Data Center Engineer,Synchrony Corp.,"$100,000 - $170,000 a yearQuick Apply","Trout Lake, WA ",Full-time,"Microsoft Windows Server
Data center experience
Windows
SAN
Computer networking","Paid time off
Dental insurance
401(k)
Health insurance","4+ Yrs Data Center Support Experience. Knowledge of Networking Devices and Concept. Experience on Windows Server Admin, AD. KVM based remote access systems."
2203,Data Engineer - BI Developer,Fidelity Investments,"Estimated: $80,000 - $110,000 a year","Westlake, TX ",11 days ago,"Statistical analysis
Power BI
SQL
Tableau
Financial services
Bachelor's degree",,"Proven experience with report development, business analytics, business intelligence or comparable data engineering role."
2204,Data Platform Engineer,SafeGraph,"Estimated: $110,000 - $150,000 a yearQuick Apply","Seattle, WA +1 location",12 days ago,"Scala
Python
Series 65
Java","Dental insurance
401(k)
Health insurance
Vision insurance","Expertise in building/tuning large scale data processing pipelines/systems, but this is not a role to build data pipelines."
2205,Associate Data Engineer,BOSS AI,"$85,000 - $110,000 a yearQuick Apply","Nashville, TN ",Full-time,"Elasticsearch
OOP
Data structures
NoSQL
Linux","Stock options
401(k)","As a BOSS AI Associate Data Engineer, you will be responsible for completing data engineering tasks including data transformation, data ingestion, and…"
2206,Cloud Data Engineer,Nexient,"Estimated: $100,000 - $130,000 a year","Ann Arbor, MI +1 location",Full-time,"SQL
Spark
Scala
JavaScript
Python","Health savings account
Dental insurance
Health insurance
Employee assistance program
Disability insurance","As a vital member of our Engineering Practice, you will be part of one of our 100+ small cross-functional teams working side by side with some of the most…"
2207,Sr. Big Data Dev/Ops Engineer,"V-Soft Consulting Group, Inc.","Estimated: $110,000 - $150,000 a yearQuick Apply","Belmont, CA ",Contract,"Confluence
DevOps
ServiceNow
Machine learning
Back-end development
Bachelor's degree",,Lead the DevOps efforts for a petabyte-scale data collection and machine learning infrastructure project that will power future intelligent driving systems.
2208,Turbomachinery Engineer for Data based Technology Modelling,Siemens Energy,"Estimated: $98,000 - $130,000 a year","Orlando, FL ",Full-time,"Communication skills
AI
Doctoral degree
Master of Science
Master's degree
Doctor of Philosophy","Health insurance
401(k) matching
Paid time off
401(k)
Parental leave","Drive collaboration and communication with design engineers in R&D, engineers throughout the Siemens internal engineering community throughout our global…"
2209,Data Engineer II,Openly,"Estimated: $92,000 - $130,000 a yearQuick Apply",Remote ,Full-time,"SQL
Data visualization
Go
Slack
ArcGIS
US work authorization","Dental insurance
Health insurance
401(k)
Flexible spending account
Disability insurance",Experience with Google Cloud data store and data orchestration technologies. 1 to 2 years of data engineering and data management experience.
2210,Data Engineer,Foundation for California Community Colleges (FCCC),"Estimated: $82,000 - $110,000 a year",Remote ,Full-time,"Relational databases
SQL
Shell Scripting
Communication skills
Scala
US work authorization","Health savings account
Dental insurance
Employee discount
Health insurance
Referral program","This includes data analytics, data warehousing, and data engineering projects, ensuring alignment with the organization's mission and goals."
2211,Data Engineer,Larsen & Toubro Infotech Limited,"Estimated: $95,000 - $130,000 a year","San Jose, CA +1 location",1 day ago,"SQL
Python
Oracle
Control-M","Paid time off
Commuter assistance
Dental insurance
Opportunities for advancement
Health insurance","Make sure, for new ingestion requests data ingested has valid records. Work with the data ingestion team to provide an ETA and fix it in timely manner."
2212,"Big Data Engineer, Lead",Booz Allen Hamilton,,"Annapolis, MD ",3 days ago,"Azure
Cloud architecture
Communication skills
Python
Big data
High school diploma or GED",Tuition reimbursement,"Experience optimizing data pipelines to reduce costs, data volumes, or reduce query times. Experience with design and implementation of complex systems…"
2213,Data Platform Engineer,SafeGraph,"Estimated: $110,000 - $150,000 a yearQuick Apply","Seattle, WA +1 location",12 days ago,"Scala
Python
Series 65
Java","Dental insurance
401(k)
Health insurance
Vision insurance","Expertise in building/tuning large scale data processing pipelines/systems, but this is not a role to build data pipelines."
2214,Sr Software Engineer - Data Platform,ServiceNow,"Estimated: $130,000 - $160,000 a year","Waltham, MA +2 locations",Full-time,"Unit testing
Analysis skills
REST
Design patterns
SQL",,"Experience developing data storage/streaming systems (SQL/NoSQL database, message bus, virtual file system etc). Experience building HTTP REST APIs."
2215,Data Engineer,Intrado,"Estimated: $72,000 - $98,000 a year",Remote ,Full-time,"MPLS
Bachelor's degree",,Job Summary: Designs and develops assigned resources for enhancement and integration of new products and functionality.
2216,Senior Data Engineer - Azure SQL,"Nasdaq, Inc.","Estimated: $100,000 - $140,000 a year","Irving, TX ",Full-time,"Relational databases
Azure
SQL
Microsoft Excel
Product management",,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. The Data Engineer will work alongside our software engineers,…"
2217,Azure Data Engineer,Infosys,"Estimated: $93,000 - $130,000 a year",Remote +2 locations,,,,"This role will be responsible for developing, optimizing and standardizing data pipelines, creating robust data models for data publishing while complying with,…"
2218,Engineer Big Data,Amex,,"Phoenix, AZ ",1 day ago,"Bash
REST
VMWare
Shell Scripting
MySQL
Bachelor of Science
Bachelor's degree
Master's degree
US work authorization",,"Designs, develops, solves problems, debugs, evaluates, modifies, deploys, and documents software and systems that meet the needs of customer-facing applications…"
2219,Scala/Spark/Java/Hadoop/Kafka Data Engineer,Kforce,,"Maryland Heights, MO ",Contract,"Scala
Hadoop
Spark
SDLC
Kafka",,4 years of hands on experience with Hadoop distributed frameworks while handling large amount of big data using Spark and Hadoop Ecosystems.
2220,Big Data Engineer,Booz Allen Hamilton,,"Arlington, VA +2 locations",,,,"Architect data repositories, stand up data platforms, and develop data pipelines for ingestion, transformation, and aggregation."
2221,Lead Azure Data Engineer,Ghritachi Inc,$60 - $70 an hourQuick Apply,Remote ,Contract,"Data modeling
Azure
SQL
Analytics
Redshift
US work authorization",,8+ years of MS SQL experience with data modeling. 5+ years of building and launching new data models that provide intuitive analytics for the analysts and…
2222,Lead Data Engineer,Signify Technology,$90 - $120 an hourQuick Apply,Remote ,Contract,"SQL
Spark
Scala
Cybersecurity
AWS
Bachelor's degree
US work authorization",,"Background with Data warehouses: Ability to expand from not just the warehouse, but building data lakes, streaming HR data, real time ML models."
2223,"Software Engineer, Data",Doximity,"Estimated: $100,000 - $130,000 a year","Augusta, GA ",,,,"Collaborate with product managers, data analysts, and machine learning engineers to develop data pipelines and ETL tasks in order to facilitate the extraction…"
2224,"Business Intelligence Engineer, AWS Data Exchange BI","Amazon Web Services, Inc.",,"New York, NY ",Full-time,"Data modeling
SQL
Tableau
Root cause analysis
Python
Bachelor's degree
Master's degree",,"Develop a deep understanding of ADX’s data sources and know exactly how, when, and which data to use to solve particular business problems."
2225,Senior Data Engineer,AppFolio,"Estimated: $100,000 - $140,000 a year",Remote +10 locations,Full-time,"Ansible
SQL
Configuration management
Tableau
Docker
Bachelor's degree",,Light data science skills for analyzing data and communicating with ML engineers a plus. Collaborate with engineers and analysts to ensure that our data…
2226,"Optum Digital Principal Software Engineer, Data Platform - Telecommute",Optum,"$97,300 - $176,900 a year","San Francisco, CA ",Full-time,"Azure
Scala
Machine learning
Python
Kubernetes
Bachelor of Science
Bachelor's degree
Pass drug screening
Current immunizations","401(k)
401(k) matching","Expertise in data structures, algorithms, performance and scalability. Operationalize data insights by enabling fault-tolerant, production-scale deployments."
2227,Field Data Analysis Engineer,"Kia America, Inc.","Estimated: $85,000 - $110,000 a year","Irvine, CA ",3 days ago,"Statistical analysis
Analysis skills
SQL
Microsoft Excel
SAS
Bachelor of Science
Bachelor's degree","Dental insurance
Health insurance
401(k) matching
401(k)
Vision insurance",Share new data analysis techniques with team. Review data sources as assigned for new PSIs. Work from analytic dashboards and generate reports showing emerging…
2228,Sr. Data Engineer,Unilever,,Remote ,Full-time,"Azure
SQL
Spark
SAP
Product management
Bachelor's degree
Pass drug screening
Background check",Health insurance,The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up.
2229,Data Engineer – AWS/Python/Redshift/Airflow – Long Term Contract – Onsite,Right Skale Inc.,$60 - $80 an hourQuick Apply,"Pleasanton, CA ",Contract,"SQL
Cloud architecture
Data collection
Python
Redshift
Master of Science
Bachelor of Science
Bachelor's degree
Master's degree",,*_Strong experience in data warehousing -AWS Redshift._*. _This senior technical contributor and developer role requires a very good understanding of cloud…
2230,Staff Data Platform Software Engineer,ServiceNow,"Estimated: $120,000 - $170,000 a year","Kirkland, WA +1 location",Full-time,"Relational databases
Shell Scripting
Test automation
MySQL
UNIX
Bachelor's degree",,Experience programmatically handling large data volume on relational database. Provide platform API to manage large data volume and record life cycles while…
2231,Sr Software End Data Engineer (Java) - Personalized/Timeline Data Platform,Comcast,,"Philadelphia, PA ",Full-time,"Project management
Web services
REST
Microservices
Cloud architecture
Bachelor's degree",,Responsible for maintaining and developing scalable functionality for the systems that pull customer experience data. Experience developing in Java/ Python.
2232,SAS Data Analytics Engineer,Kforce,,"Davie, FL ",2 days ago,"Microsoft Access
Analysis skills
SQL
Microsoft Excel
SAS
Bachelor's degree",,Conversion of data into stories for internal and external consumption. Ability to use data to solve complex business problems.
2233,Staff Software Engineer - SASE Data Plane,CyberCoders,"$120,000 - $215,000 a yearQuick Apply","San Francisco, CA ",Full-time,"DNS
Objective-C
PKI
OS Kernels
LDAP
Bachelor's degree
US work authorization",Paid sick time,"If you are a Staff Software Engineer with SASE Data Plane experience, please read on! ""Participate in the development life cycle starting."
2234,Senior Data Engineer,AppFolio,"Estimated: $100,000 - $140,000 a year",Remote +10 locations,Full-time,"Ansible
SQL
Configuration management
Tableau
Docker
Bachelor's degree",,Light data science skills for analyzing data and communicating with ML engineers a plus. Collaborate with engineers and analysts to ensure that our data…
2235,Data Engineer,GHIT,$45 - $55 an hourQuick Apply,Remote ,Full-time,"Data modeling
SQL
Data governance
APIs
Data management
Bachelor's degree
US work authorization","Dental insurance
Health insurance
Vision insurance","Analyze raw data sources and data transformation requirements. Duties: Design and maintain data pipelines and services using best practice for ETL/ELT, data…"
2236,"Software Engineer, Data",Adept,"Estimated: $95,000 - $130,000 a yearQuick Apply","San Francisco, CA ",Full-time,Natural language processing,,"Curiosity needed to explore new data sources, or develop better understanding of existing data. Relevant experience working with large data sets."
2237,Senior Big Data Platform Development Engineer – Healthcare Data Cloud (Remote US Wide),Change Healthcare,,Vermont +47 locations,Full-time,"Full-stack development
Azure
Spark
Product management
Scalability
Bachelor of Science
Bachelor's degree
Master's degree
Current immunizations",,"Ensure industry best practices around data pipelines, metadata management, data quality, data governance and data privacy."
2238,Cloud Data Engineer,Pluribus Digital,"Estimated: $120,000 - $150,000 a yearQuick Apply","Arlington County, VA ",5 days ago,"Azure
Database administration
Data governance
Machine learning
Databases
Bachelor's degree",,"AWS database and data management tools. You'll lead data engineering efforts. Working with data scientists, you'll help us drive innovation in how data is…"
2239,Data Security Engineer,Apex Systems,Quick Apply,"Atlanta, GA ",Full-time,"Analysis skills
Network protocols
Azure
Customer service
SQL",,Experience with and ability to maintain confidentiality of data. This position works with IT infrastructure support SMEs to ensure the database activity…
2240,Controls Engineer - Mission Critical/Data Center,Liberty Personnel Services,Quick Apply,"Mint Hill, NC ",Full-time,"Programmable logic controllers
Bachelor's degree",,Years of experience as a control systems integration engineer/programmer. Bachelor’s degree in Electrical Engineering.
2241,Data Center Critical Facilities Engineer ( Entry Level),Insight Global,$18 - $21 an hourQuick Apply,"Elk Grove Village, IL ",Contract,"Forklift
Microsoft Excel
Mechanical knowledge
Data center experience
High school diploma or GED
US work authorization","Dental insurance
Health insurance
Vision insurance",Knowledge of basic electrical and mechanical systems and NFPA70e and OSHA Regulations that pertain to data centers. Onsite 5 days a week in Elk Grove.
2242,Data Engineer,ZAG Technical Services,"Estimated: $81,000 - $120,000 a year",Remote ,,,,The ideal team member is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up.
2243,Lead Software Engineer - Data Platform,Mastercard,,"Arlington, VA ",Full-time,"React
OOP
TypeScript
Full-stack development
.NET",,"Design and build data usage APIs for data deployment, identification, and distribution. Continuously innovate and determine new technologies to improve the…"
2244,Data Engineer,Redhorse,"Estimated: $100,000 - $150,000 a yearQuick Apply","Tampa, FL ",Full-time,"SQL
Scala
R
Machine learning
Python
Doctoral degree
Master's degree
Doctor of Philosophy",,"Experience with large-scale data processing tools. Perform data ingestion, modeling, and interpretation. Generate and maintain automated data ingestion and…"
2245,Lead Data Engineer - Remote,Johnson Controls,,"Milwaukee, WI ",Full-time,"Power BI
Relational databases
Data modeling
Azure
SQL
Doctoral degree
Bachelor's degree
Master's degree
Doctor of Philosophy",,5+ years experience in data engineering/data science from relevant industry or relevant academia experience working with large amounts of data.
2246,Data Engineer,AdientOne,Quick Apply,"Portland, OR ",Full-time,"Microsoft Excel
SAS
Business development
TensorFlow
Leadership
Bachelor's degree
Master's degree","Health insurance
Flexible schedule","Minimum one (1) year digital data analytics experience. In addition to the responsibilities listed below, this senior individual contributor position is…"
2247,Senior Big Data Platform Development Engineer – Healthcare Data Cloud,Change Healthcare,,Ohio +44 locations,Full-time,"Full-stack development
Azure
Spark
Product management
Scalability
Bachelor of Science
Bachelor's degree
Master's degree
Current immunizations",,"Ensure industry best practices around data pipelines, metadata management, data quality, data governance and data privacy."
2248,ESB Data Engineer,ALTA IT Services,$105 an hour,"Arlington, VA ",Contract,"Web services
SQL
ERP systems
Bus driving
Communication skills
Bachelor of Science
Bachelor's degree
SSBI",,"To be successful, you will be fluent with a variety of data models from business systems planning and data requirements planning and will have experience in…"
2249,Data Engineer (ETL) -TS/SCI w/Poly,General Dynamics,"Estimated: $120,000 - $170,000 a year","McLean, VA ",Full-time,"J2EE
Elasticsearch
CSS
Relational databases
Xpath
Current immunizations
Pass polygraph test",,"The Data Engineer will manipulate data and data flows for both existing and new systems. Additionally they will provide support in the areas of data extraction,…"
2250,Scala/Spark/Java/Hadoop/Kafka Data Engineer,Kforce,,"Maryland Heights, MO ",Contract,"Scala
Hadoop
Spark
SDLC
Kafka",,4 years of hands on experience with Hadoop distributed frameworks while handling large amount of big data using Spark and Hadoop Ecosystems.
2251,Senior Data Analytics Engineer,Level Home,"Estimated: $140,000 - $180,000 a yearQuick Apply","Draper, UT ",,,,"Advanced SQL skills to get the data you need from a data warehouse (e.g., BigQuery, Athena, Redshift) and perform data segmentation and aggregation from scratch…"
2252,Data Engineer Mid-Level (Hybrid),USAA,,"San Antonio, TX ",,,,"4 years of data engineering, data analysis or software development experience implementing data solutions with at least 1 year of data engineering or data…"
2253,Lead Azure Data Engineer,Ghritachi Inc,$60 - $70 an hourQuick Apply,Remote ,Contract,"Data modeling
Azure
SQL
Analytics
Redshift
US work authorization",,8+ years of MS SQL experience with data modeling. 5+ years of building and launching new data models that provide intuitive analytics for the analysts and…
2254,Data Engineer Senior USA,Veridic Solutions,"Estimated: $130,000 - $170,000 a year",Remote +1 location,Full-time,"Analysis skills
Communication skills
SQL
Python
AWS
Master's degree",,"Previous experience as a data engineer or in a similar role. Technical expertise with data models, data mining, and segmentation techniques."
2255,Data Operations Engineer III,Thermo Fisher Scientific,,Massachusetts +6 locations,Full-time,"Problem management
Continuous integration
Jenkins
Jira
Microservices
Bachelor's degree",,"Ability to understand and derive insights from data. As Data Operations Engineer, you will be working with Data Engineers, DevOps engineers, business analysts…"
2256,Senior Simulation & Data Modeling Quality Engineer,Kforce,,"Detroit, MI ",Contract,"Writing skills
Test automation
Git
OOP
Communication skills
Bachelor's degree",,You will work with data engineering to develop data pipelines based on simulation that unlock AI learning at scale. Experience with Object-Oriented Programming.
2257,Sr. Data API Engineer (DTJ),Charles River Laboratories,"Estimated: $110,000 - $150,000 a year",United States ,,,,"If you are an engineer who enjoys cloud technologies, data warehousing, data analytics, and designing innovative analytical solutions, this job may be for you!"
2258,Sr. Data API Engineer,Charles River Laboratories,"Estimated: $110,000 - $140,000 a year",United States ,,,,"If you are an engineer who enjoys cloud technologies, data warehousing, data analytics, and designing innovative analytical solutions, this job may be for you!"
2259,CRM Data Engineer,Mercatus,"Estimated: $84,000 - $110,000 a year","Arlington, VA ",,,,Manage departmental data integrity to ensure data is tracked in line with organizational goals and reporting is accessible in real time.
2260,"Software Engineer, Data Engineering",JW Player,"Estimated: $110,000 - $150,000 a yearQuick Apply","New York, NY ",,,,"The Data Pipelines team is responsible for processing this data at scale using cutting-edge big data tools and technologies, and providing both the company and…"
2261,Data Engineer (Remote Option),University of Michigan,"$100,000 - $109,000 a year","Ann Arbor, MI ",Full-time,"Azure
SQL
NoSQL
APIs
Hadoop
Bachelor's degree
US work authorization","Health insurance
Flexible spending account
Disability insurance
Paid time off
Retirement plan","This position is for a data engineer who can wrangle messy and complicated data, pull data from APIs, and build structured data products for use in machine…"
2262,Data Engineer II,Deako,"$100,000 - $130,000 a yearQuick Apply","Seattle, WA ",Full-time,"TypeScript
Continuous integration
GitLab
SQL
Git","Unlimited paid time off
Stock options
Dental insurance
Health insurance
Food provided","Responsible for obtaining, cleaning, and munging data and getting it into a form that our data analysts can access and analyze. Medical/Dental/Vision/Life/401K."
2263,Senior Data & Analytics Engineer - Fully Remote,TJX Companies,,"Marlborough, MA ",,,,Ability to integrate data from multiple data sources together performing required transformations using Power Query / DataFlows.
2264,Data Engineer I,Bloom Insurance,"Estimated: $71,000 - $98,000 a yearQuick Apply",Remote ,,,,Knowledge of data science technologies is a plus. Able to generate ad hoc data on demand. Design data models and develop database structures in Microsoft SQL…
2265,Cloud Data Security Engineer - Active TS/SCI required,General Dynamics,"Estimated: $120,000 - $170,000 a year","Washington, DC ",Full-time,"Information security
Legal drafting
FedRAMP
IAT
Communication skills
Bachelor of Science
Bachelor's degree
Current immunizations",,"Support a high profile Federal Government program, providing expertise in data security policy development, risk assessment, and data security auditing."
2266,Data Security Engineer,Apex Systems,Quick Apply,"Atlanta, GA ",Full-time,"Analysis skills
Network protocols
Azure
Customer service
SQL",,Experience with and ability to maintain confidentiality of data. This position works with IT infrastructure support SMEs to ensure the database activity…
2267,"Principal / Electrical Engineer: Subsystems/Command & Data Handling – Space / Satellite Systems – Top Secret (Gilbert, AZ)",Northrop Grumman,"$64,144 - $96,216 a year","Gilbert, AZ ",,,,"Experience leading teams of engineers managing resources and schedules. Shift: 1st Shift (United States of America). Travel Required: Yes, 10% of the Time."
2268,Senior Data Engineer,Movable Ink,"Estimated: $110,000 - $150,000 a yearQuick Apply","New York, NY ",,,,Create tooling to facilitate data processing. Ability to explore and manipulate data with SQL. Facilitate the loading of data into Data Vault 2.0 models.
2269,Research Data Engineer,Colossal Biosciences,"Estimated: $89,000 - $120,000 a yearQuick Apply","Dallas, TX ",,,,"Produce data reports and write data release notes. Perform data wrangling, data curation, and data validation and serve as a liaison and technical support for…"
2270,Lead Data Engineers with Python and Pyspark Exp,Teamware Solutions (quantum leap consulting).,Quick Apply,Remote ,Contract,"SQL
Microsoft Excel
NoSQL
Microsoft Powerpoint
Microsoft Project
Bachelor's degree
US work authorization",,"Hands on work with Amazon Web Services, including creating Redshift data structures, accessing them with Spectrum and storing data in S3."
2271,Platform Engineer (DI Admin team) - Data Platforms,Costco Wholesale,,"Dallas, TX +1 location",3 days ago,"AIX
Web services
Azure
SQL
Shell Scripting
Bachelor of Science
Bachelor's degree
US work authorization",,"Experience with No-SQL data stores. Identifies, develops, implements, reviews, and revises process improvements, procedures, and controls (including SOX) to…"
