,title,company,salary,description,location
968,IT Business Analyst – Data Modeling,Auburn University,"$35,000 - $86,400 a year","Experience working with data, data quality, and movement of data between systems.Data Modelers work with various constituents to align the business needs by…","Auburn, AL+1 location"
969,PWM Data and Reporting Analyst,First Republic Bank,,"Possess a strong foundation in data analytics, an understanding and foundation in data science.5+ years of experience writing advanced SQL, performance tuning…","San Francisco, CA 94111 (Financial District/South Beach area)+1 location"
970,"Analyst, Marketing and CRM Analytics","Virtuoso, Ltd.",,"The Analyst, Marketing & CRM Analytics is responsible for providing data analysis, data visualization and data modeling.2-4 years of related work experience.","Remote in Fort Worth, TX 76102"
971,Business Objects Report Designer,Pathology Laboratory Associates,,"PLA is an independent group of 25 pathologists in Tulsa, OK which uses a SQL server data warehouse to aggregate data from disparate clinical and financial…","Tulsa, OK 74153"
972,Customer Master Data Analyst,MRC Global,,Utilize experience in data management to provide recommendations towards the improvement of master data related management process;,"Charleston, WV 25311 (Oakridge/Greenbrier area)"
973,Data Analyst,"Virtuoso, Ltd.",,Experience with the principles of data analysis and data quality.Develop process to ensure data quality.Create effective ETL processes that not only combines…,"Fort Worth, TX 76102+1 location"
974,Business Analyst -19981,Mattson Resources,"$60,000 a year",A minimum of 5 years’ experience in business analysis or a related field.Understand and enhance communications and data exchanged between accounting and other…,"Austin, TX 78730"
975,EPC Data Management Analyst,Air Products,,"They are also responsible for identification of data owners and data stewards and understanding data quality rules during the project development life cycle,…","Remote in Allentown, PA"
976,Quality Improvement Analyst II,Valley Community Healthcare,"$70,000 - $75,000 a year","Qualification Requirements: * : * Minimum Bachelor’s degree in computer science, information systems, health informatics, statistics, mathematics, or related…","North Hollywood, CA 91605"
977,Data Analyst,Catholic Charities of San Francisco,,"Monitor the quality and timeliness of program data across data systems.Perform data entry, cleaning, and validation in both Access Points-run and external data…","San Francisco, CA"
978,Pricing Analyst,Pilkington North America Inc.,,"Ability to travel up to 5% of the time as business needs require – domestic and international.Ability to analyze data, evaluate alternatives and make…","Columbus, OH 43081+1 location"
979,Remote Business Information Analyst II,Elevance Health,"$58,960 - $73,700 a year","This position is responsible for serving as an expert in data analysis, reporting, dashboard design and data visualization.How you will make an impact:",Illinois+14 locations
980,Senior Data/SQL Analyst **Fully Remote**,OnTarget,,Experience creating data extraction processes such as exporting raw data to Excel or connecting Excel to external data sources.ETL or BI: 2 years (Preferred).,Remote
981,Senior Data Analyst I,WCG,,Construct data frameworks for analyzing data; analyze data using standard methods including.The Senior Data Analyst I executes work in the management of…,"Chicago, IL"
982,Senior Data Analyst,Aperia,,Strong attention to detail and ability to spot inconsistencies in the data and analyses.3+ years of relevant data analytics experience.,Remote
983,Senior Data Analyst,CarePoint Health,"$95,000 - $120,000 a year","Develop and maintain ETL processes for importing data into SQL servers from multiple data sources.This role will also be responsible for validating, assessing,…","Remote in Denver, CO+1 location"
984,Business Analyst III,City of Salem,"$51,138 - $82,332 a year",Industry-recognized business analyst certification(s) preferred.Eligible for Sign On Bonus if you start before 9/30/2022!*.,"Salem, VA 24153"
985,Sr. Business Analyst,MidFirst Bank,,The Project Manager will be an important member of our Operations Planning and Analysis team in Corporate Technology and will be involved in conducting process…,"Oklahoma City, OK 73118"
986,Business Analyst/Technical Trainer (Remote),Community Brands,,Requires 1-3 years of related experience.Provides training on product functionality to customer stakeholders during the product lifecycle.A Day in the Life.,Remote
987,Business Analyst,iPartner Staffing,$50 - $70 an hour,Business analyst: 9 years (Required). Experience in working with software platform development as business analyst. Problem analysis and resolution skills.,Remote
988,Data Analyst,Envision,,"Perform exploratory data analysis and build QC pipelines.BA/BS in Data Science, Statistics, Agronomy, Environmental Science or a related quantitative…","Saint Louis, OR+3 locations"
989,RAPA Data Analyst,"Northeast Power Coordinating Council, Inc.","$80,000 - $90,000 a year","§ Skilled in data analytics and metrics optimization.§ Provide ongoing reports, data visualizations and dashboards.","New York, NY 10018 (Garment District area)"
990,Data Analyst,Envision,,"Perform exploratory data analysis and build QC pipelines.BA/BS in Data Science, Statistics, Agronomy, Environmental Science or a related quantitative…","Saint Louis, OR+3 locations"
991,Residential Energy Auditor (Analyst),Center for EcoTechnology,,Accurately enter audit data into appropriate databases and complete documentation and reports in a timely manner.,"Lawrence, MA 01840"
992,Sr. BI Analyst - Campaign Analytics,Horizontal Talent,,"Understanding relational databases, data warehousing, data mining and OLAP.Experienced in research and coming up with data insights to make business decisions.","Minneapolis, MN"
993,Business Analyst,Sagitec,"$75,000 - $103,000 a year",Analyze data and data models in collaboration with developers.Participate in data migration to SQL Server.Write SQL queries in Microsoft SQL Server to procure…,Remote
994,"Business Analyst, Business Transformation",Imagine Learning,,"2+ years of industry experience using data analytics to produce impactful insights, including knowing how to deal with imperfections in data.",Remote
995,Enterprise Data Governance (EDG) Analyst,CNA Insurance,,"Experience with reference data, master data, data modeling, data analytics, metadata, glossary and data lineage.Minimum of 3 years data management experience.","Remote in Chicago, IL 60604+1 location"
996,Business Analyst,Envision,,"Contract to Hire position in Purchase, NY (or O'Fallon MO). - hybrid in-office/work from home.Ok to start remote as long as there is a short-term plan to be…","Remote in Purchase, NY+1 location"
997,Systems Administrator/Programmer/data analyst,Toyo Tanso USA,"From $70,000 a year","Visual Basic, VB.net programming (3-5yrs).SQL Queries, SQL Database Management (3-5yrs).VBA, Excel Macros (3-5yrs).IndustriOS ERP system is a Plus.","Troutdale, OR 97060"
998,RAPA Data Analyst,"Northeast Power Coordinating Council, Inc.","$80,000 - $90,000 a year","§ Skilled in data analytics and metrics optimization.§ Provide ongoing reports, data visualizations and dashboards.","New York, NY 10018 (Garment District area)"
999,"Analyst, Revenue Management",Universal Orlando,,EXPERIENCE: 3-5 years of financial experience required; or equivalent combination of education and experience.8009 Budgeting 8004 Financial Analysis.,"Orlando, FL+1 location"
1000,"Data Analyst, IT Applications Engineering",Tesla,,"Work on special projects related to data as assigned.Develop and demonstrate expertise in communicating data related topics, including reporting.","Austin, TX"
1001,SQL Data Analyst,WebhelpUS,,Strong grasp on data structure and data integrity issues.Attention to detail and work ethic for dealing with a variety of data issues.,"Bothell, WA 98021+1 location"
1002,Employee Benefits Data Analyst,HUB International,,"Required Experience: 2-5 years of relevant experience.Must be thorough, detail-oriented and is responsible for working with confidential information.","Omaha, NE 68182"
1003,Lead Business Analyst (Hybrid) ESF7065,Expert Hiring,"$64,000 - $85,000 a year","5 years life insurance operations experience.Lead and participate in projects, enhancements, and defects, including creating business requirements, test plans,…","Fremont, MI 49412"
1004,Navy Maintenance Analyst,"Antech Systems, Inc.",,Analyze data from various sources and apply critical thinking.5-7 years’ experience using SKED 3.2 software.Candidates must have a working knowledge of SKED 3…,"San Diego, CA"
1005,Business Intelligence & Reporting Analyst,BankUnited,,"Applies data analytics and modelling to identify financial opportunities for business lines.All team members are expected to have strong communication excel,…","Miami Lakes, FL 33016"
1006,Navy Maintenance Analyst,"Antech Systems, Inc.",,Analyze data from various sources and apply critical thinking.5-7 years’ experience using SKED 3.2 software.Candidates must have a working knowledge of SKED 3…,"San Diego, CA"
1007,REMOTE - Senior Business Analyst,National General Insurance,,5 or more years of related experience.The Business Analyst (BA) Technician participates in the analysis and design efforts for complex projects and business…,"Remote in Boise, ID 83705"
1008,Implementation and Data Services Analyst Core,Gallagher,"$50,000 a year",A minimum of 2 to 5 years relevant work experience.2-3 years experience in the insurance or claims industry preferred.,"Rolling Meadows, IL 60008+2 locations"
1009,IT Business Analyst,ABB OPTICAL Group,,The business analyst thoroughly understands business activities to ensure projects are relevant and impactful.Bachelors degree in related field.,Remote
1010,Senior Insights Data Analyst - Real Estate (Remote or Hybrid...,Burlington Stores,,"Support data gathering and transformation into systems including ownership competitor data, demographic, traffic counts, and more.","Remote in Burlington, NJ 08016+1 location"
1011,Data Analyst,Boston IVF,,Work with all company applications to maintain and improve data integrity (for current and historical data.Microsoft Office: 5 years (Preferred).,"Hybrid remote in Waltham, MA 02451"
1012,Sr Information System Analyst (Partial Remote) #ESF6507,ExpertHiring,"$100,000 - $105,000 a year","Minimum of five (5) years of work experience in systems analysis, requirements definition, system design and system implementation, as well as system…","Hybrid remote in Spokane, WA 99201"
1013,IT Business Analyst,Acra Lending,,Strong analytical skills and ability to draw conclusions based on data.May collect and assemble data from multiple sources in order to promote better…,"Lake Forest, CA 92630"
1014,CAT Modeler/Data Analyst,Core Specialty Insurance,,Keen mind for data visualizations techniques.Functional knowledge of Alteryx or other data science toolkit.Supplement use and knowledge of catastrophe models…,"Temporarily Remote in Chicago, IL+2 locations"
1015,Senior Data Services Analyst,Candid.,,Experience building reporting data models.Minimum of 5 years of related experience.Experience in receiving and interpreting requests for and questions about…,Hybrid remote
1016,IT and Data Risk Analyst,Associated Bank,,"The program will also establish and maintain consistent and effective data governance to include standard data definitions and documentation, centralized…","Remote in Milwaukee, WI 53201"
1017,Sr. Market Research Analyst (hybrid),WashREIT,,"Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.","Hybrid remote in Washington, DC"
1018,ICT Data Analyst,Kerry,,Ability to analyze large amounts of complex data.Template contents and prompt SU/WS engagement through business data team.,"Ireland, WV"
1019,"Data and Information Specialist, Database Reporting, Busines...",Portsmouth Public Schools,"$69,228 - $109,661 a year","Work with data entry and data owners to verify and improve data accuracy.Analyze data to determine data solutions including data warehousing and reporting,…","Portsmouth, VA 23707"
1020,Workday Data Analyst,Aureus Group,,"2+ years’ experience with data analysis in a professional environment.Test business processes, reports, & security designs to use data within Workday.","Omaha, NE 68154"
1021,Business Data Analyst - Operations,Summit Companies,"$65,000 - $85,000 a year",Superior data and analysis skills.Streamline data and information consumption via BI tools.Help define business processes that support data integrity and…,"Mendota Heights, MN 55120+1 location"
1022,CARE*Link Epic Cogito Report Writer/Business Analyst,The Queen's Medical Center,,"Occasional: standing, stooping/bending, climbing stairs, walking on uneven ground, lifting and carrying usual weight of 1 pound up to 5 pounds, reaching above,…",Hawaii+1 location
1023,Business Intelligence Analyst,Amica Mutual Insurance Company,,"Reviewing and documenting new and existing data sources to ensure integrity of data collection and utilization.100 Amica Way, Lincoln, RI.","Lincoln, RI 02865+2 locations"
1024,Business Intelligence Analyst,Buckeye Broadband,,The Business Intelligence Analyst will be expected to provide data driven conclusions and recommendations utilizing various data resources.,"Northwood, OH"
1025,Data Analyst III 2022-1210,Managed Care Advisors,,"Work with key stakeholders to develop and maintain data standards and common data elements for data collection.If so, this is a phenomenal opportunity for you.","Bethesda, MD 20814 (Arlington North area)"
1026,Data Analyst,Orion Solutions LLC,,"Ability to analyze data and detect trends.3 years’ experience in reviewing, updating and evaluating Navy Training Management corporate database systems such as…","Great Lakes, IL 60088"
1027,Data Analyst,Eaton Group Attorneys,$20 - $25 an hour,"Identify new sources of data and methods to improve data collection, analysis, and reporting.Analyze data and systems to rehabilitate or create effective…","Baton Rouge, LA 70801 (Downtown area)"
1028,Data Analyst - SQL/Tableau,"Ursus, Inc.",,"Investigate where the data lives (e.g. which table, metric) in the complex data ecosystem we have.Clearly understand our business and the questions we are…","Menlo Park, CA 94025+3 locations"
1029,Data Analyst,"Datrose, Inc",$52 - $60 an hour,"Ability to formulate functional and technical requirements from business problems, Build data pipelines that clean, transform, and aggregate unorganized data…","Orlando, FL"
1030,Business Analyst II,Unum,,Identify data sources and gather and analyze data relevant to processes impacted by the solutions being created.Has 4+ years’ experience in business analysis.,Remote in United States Minor Outlying Islands
1031,Operations Analyst - Fast Growing E-Commerce Manufacturer,Glawio,"$65,000 a year","Analyze data in Excel and other toolsets to derive qualitative, value-adding insights.Glawio is a New York manufacturer in the food and natural household…","Hauppauge, NY 11788"
1032,Credit Risk Analyst,Tacoma Public Utilities,"$89,835 - $115,170 a year",Gather and analyze data for generating executive risk reports.Perform data validation and quality control of system of record to ensure accurate credit and…,"Seattle, WA 98104 (Pioneer Square area)"
1033,Compliance Data Trend Analyst,MoneyGram,,Analyzes and mines data in the various data sources to explain trends that appear on standard reports.The incumbent is responsible for analyzing and mining…,"Dallas, TX (Uptown area)"
1034,Sr Business Analyst,GovCIO,,"Bachelor's with 5-8 years (or commensurate experience).Work with stakeholders to understand their business objectives, issues and data challenges.","Fairfax, VA 22033+1 location"
1035,Analyst,Palm Medical Centers,"From $50,000 a year","Interpret and analyze data from multiple sources including claims, provider, member, and encounters data.Apply expertise in quantitative analysis, data mining,…","Coral Gables, FL 33134"
1036,Data Analyst,firstPRO Inc.,$40 - $45 an hour,Identify improvements needed in data quality and work with the data owners to implement governance.“Reverse engineer” the allocations and data relationship…,"Remote in Waltham, MA+2 locations"
1037,Business Analyst,National Cooperative Bank,,"3-5 years in similar positions.This includes gathering and analyzing data and requirements in support of business cases, proposed projects, and systems…","Arlington, VA"
1038,Program Analyst,CACI,,3-5 years of experience in Program Management or Analytics.Analyze data to identify trends and feed changes back into cost estimates and cost phasing…,"Washington, DC 20005 (Logan Circle area)+1 location"
1039,Global Sales Compensation Systems Analyst #PP,Avispa Technology,$70 - $80 an hour,"Research and analyze data to identify and resolve compensation discrepancies related to various CRM discrepancies.40 hours/week, 12 Month Assignment.","Sunnyvale, CA 94085"
1040,IT Business Analyst – Manufacturing Execution Systems (Hybri...,Piston Automotive,"$91,994 - $115,515 a year","3-5 years of experience with MES planning, executing, installation, integration testing, and support.Responsible for meeting upstream and downstream data…","Redford, MI 48239"
1041,Analyst - Aftersales Reporting & Analytics,Kelly,,"Understand and utilize tools to store data effectively within the data mart or data lake solutions, online analytical processing, as well as maintaining data…","Hybrid remote in Franklin, TN 37067+1 location"
1042,Data Analyst I #887478,FastTek Global,,Completion/Reporting of LAUF data reports.Work with SCADA OT group on data transfer.Ability to identify system problems while analyzing and trending data.,"Jackson, MI 49201"
1043,Business Analyst - 3192,BLEND360,,"2 years of experience in data analysis/extraction, mathematics/statistics, data management, analytics and/or data reporting.Pivot tables: 2 years (Required).",Remote in United States
1044,Data Analyst,The Collier Companies,"$75,000 a year","1-3 years of experience creating reports with a data visualization tool (Tableau, PowerBI or others).Prep data for reports and analysis.","Gainesville, FL 32601 (Pleasent street area)"
1045,Technical Business Analyst IV,"Partners Consulting, Inc.",,Our client is seeking a Technical Business Analyst IV who will work with business leaders and act as a liaison between IT and business units (typically…,"Remote in Philadelphia, PA 19103"
1046,Business Intelligence (BI) Consultant,Robert Half,"$76,000 - $99,000 a year","“Opportunity Time” – 8 weeks employees can take unpaid or use PTO (after 3 years).Target - $76,290 - $98,790.Healthcare experience would be a big plus.","Remote in Renton, WA 98057+2 locations"
1047,HR Data Analyst,PT Solutions Physical Therapy,,Maintain HR data integrity by ensuring the accuracy and consistency of input data.Analyze employee data upon receipt.4-year college degree required.,"Atlanta, GA 30339"
1048,Board Certified Behavior Analyst (BCBA),Sidekicks,$95 an hour,Analyze data and implement data-driven program changes.Paid training and community outreach opportunities.Competitive rates - $95 per hour-Salaried positions…,"Township of Hamilton, NJ 08690"
1049,Data Analyst,Primary Talent Partners,Up to $400 a day,Microsoft Office: 5 years (Required).Liaison between GFS US teams and CPO for Level 3 policies and procedure.Sound analytical skills and attention to detail.,"New York, NY 10019 (Midtown area)+2 locations"
1050,IT Business Analyst – Manufacturing Execution Systems (Hybri...,Piston Automotive,"$91,994 - $115,515 a year","3-5 years of experience with MES planning, executing, installation, integration testing, and support.Responsible for meeting upstream and downstream data…","Redford, MI 48239"
1051,Board Certified Behavior Analyst (BCBA),Sidekicks,$95 an hour,Analyze data and implement data-driven program changes.Paid training and community outreach opportunities.Competitive rates - $95 per hour-Salaried positions…,"Township of Hamilton, NJ 08690"
1052,Compensation Analyst,M & M Staffing Agency,"$43,000 - $56,000 a year",Analyzes data; ensures consistency and appropriate processes.Researches occupational characteristics and statistical data to make appropriate recommendations.,"Chicago, IL 60609 (New City area)"
1053,Analyst - Aftersales Reporting & Analytics,Kelly,,"Understand and utilize tools to store data effectively within the data mart or data lake solutions, online analytical processing, as well as maintaining data…","Hybrid remote in Franklin, TN 37067+1 location"
1054,Business Analyst - 3192,BLEND360,,"2 years of experience in data analysis/extraction, mathematics/statistics, data management, analytics and/or data reporting.Pivot tables: 2 years (Required).",Remote in United States
1055,Data Analyst,Toshiba Global Commerce Solutions,,Introduction: Responsible for aggregate data management.Generate monthly inventory reports through a combination of data manipulation and business intelligence…,"Raleigh, NC 27601+4 locations"
1056,REMOTE Senior Data Analyst,Insight Global,,"Collaborate with internal and external stakeholders to manage data logistics, including data transfers, understanding data structures, and business rules.","Remote in Charlotte, NC 28202+5 locations"
1057,Data Analyst,The Collier Companies,"$75,000 a year","1-3 years of experience creating reports with a data visualization tool (Tableau, PowerBI or others).Prep data for reports and analysis.","Gainesville, FL 32601 (Pleasent street area)"
1058,Data and Analytics Technical Lead,Automobile Club of Southern California,,3-5 years of Experience developing solutions on Hadoop and NoSQL databases.Understand the business goals/needs while utilizing big data and cloud technology to…,"Remote in Costa Mesa, CA 92626"
1059,Data Analyst,Primary Talent Partners,Up to $400 a day,Microsoft Office: 5 years (Required).Liaison between GFS US teams and CPO for Level 3 policies and procedure.Sound analytical skills and attention to detail.,"New York, NY 10019 (Midtown area)+2 locations"
1060,Data Analyst Supporting the FBI,FSA Federal,$22.65 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…","Phoenix, AZ 85024 (Deer Valley area)+8 locations"
1061,Data Analyst - Information Technology,Summit Behavioral Healthcare,,"Perform analysis to assess quality and meaning of data.Technical proficiency regarding database design development, data models, techniques for data mining,…","Franklin, TN 37067 (McEwen area)"
1062,Business Analyst,"TCG Group Holdings, LLC","From $60,000 a year","Report and present to multiple levels – Share key and valuable data to stakeholders.In order to successfully operate in the role as an analyst, an analyst must…","Austin, TX 78746"
1063,REMOTE Sr. EDI Analyst,Insight Global,,"Understanding business processes, how data is used, and its impact.This person will be responsible for the assessment, design, development, and appropriate use…","Remote in Cincinnati, OH 45231"
1064,Data Analyst I #887478,FastTek Global,,Completion/Reporting of LAUF data reports.Work with SCADA OT group on data transfer.Ability to identify system problems while analyzing and trending data.,"Jackson, MI 49201"
1065,Shopper Data Expert - New York,Envision,,"We are looking for a strategic shopper data expert who can conduct a shopper data landscape (syndicated, loyalty card, 3rd party, 1st party, retailer direct)…","New York, NY 10011 (Flatiron area)"
1066,Data and Analytics Technical Lead,Automobile Club of Southern California,,3-5 years of Experience developing solutions on Hadoop and NoSQL databases.Understand the business goals/needs while utilizing big data and cloud technology to…,"Remote in Costa Mesa, CA 92626"
1067,Data Analyst,Barrow Wise Consulting,"$55,000 - $65,000 a year","Establish data pipelines, as well as develop and implement best practices and procedures for data pipelines in collaboration with the business line.","San Diego, CA 92101+2 locations"
1068,Philanthropic Giving Data Analyst,Korn Ferry RPO for Healthcare,"$70,000 - $73,450 a year",Proven experience working with complex data sets in a distributed data environment.Serve as a data subject matter expert for the division’s alumni data sets –…,"Coral Gables, FL"
1069,IT Business Analyst,Mitutoyo America Corporation,,"Create test data, find and solve issues, demonstrate and refine functionality in partnership with other IT resources and business users.","Aurora, IL 60505 (Big Woods-Marmion area)"
1070,Oracle ERP Business Analyst (SCM),Nemours,,"Minimum of five (5) + years experience required.Provide end user support and troubleshooting for issues related to ERP system, including writing and running…","Remote in Jacksonville, FL 32256+1 location"
1071,Senior Analyst - Hybrid,SolomonEdwards,$70 - $80 an hour,"Analyze data to support capital markets decisions using advanced data analytics tools such as Python, Excel VBA, SAS/R etc.Master’s degree is a plus.","Hybrid remote in Tysons Corner, VA"
1072,Technical Business Analyst-Data Mapping,Beacon Hill Staffing Group,,"4+ years working with data, application data mapping, and application source to target mapping with APIs.2 Fully Remote Contract to Hire Data Mapping Technical…","Remote in Hartford, CT+1 location"
1073,Sr. Business Analyst,ALTA IT Services,,The analyst will work closely with the project manager and the project team to ensure we accurately understand the needs of our stakeholders.,"Washington, DC 20005 (Logan Circle area)+1 location"
1074,Senior Merchandise Data Analyst,Business Talent Solutions,"$75,000 - $100,000 a year",Work on report design with executives and IT team to streamline data sources for inventory and future merchandise plans.,"Seattle, WA"
1075,Business Intelligence (BI) Consultant,Robert Half,"$76,000 - $99,000 a year","“Opportunity Time” – 8 weeks employees can take unpaid or use PTO (after 3 years).Target - $76,290 - $98,790.Healthcare experience would be a big plus.","Remote in Renton, WA 98057+2 locations"
1076,REMOTE Sr. EDI Analyst,Insight Global,,"Understanding business processes, how data is used, and its impact.This person will be responsible for the assessment, design, development, and appropriate use…","Remote in Cincinnati, OH 45231"
1077,REMOTE Claims Audit Analyst,National General Insurance,,"Secures and analyzes data from claims handling system, manipulates data in Excel, extracts audit sample based on specified criteria, determines files to be…","Remote in Winston-Salem, NC 27103"
1078,HR Data Analyst,Ingenium Talent,,Verify data accuracy and resolve discrepancies timely.1-2 years experience with data entry.Cross audit of employee records entered to maintain data integrity.,"Louisville, KY 40222"
1079,IT Business Analyst,FED IT CA,"$85,000 a year",Minimum of 3 years of experience in a similar role;Participate in the evolution and development of the company's software through the phases of the development…,"Nord, CA"
1080,Sr. Business Analyst,ALTA IT Services,,The analyst will work closely with the project manager and the project team to ensure we accurately understand the needs of our stakeholders.,"Washington, DC 20005 (Logan Circle area)+1 location"
1081,Customer Business Analyst,Henkel,"$85,000 - $90,000 a year","Minimum 3 years of proven digital data strategy & analysis experience, ideally within large Corporations or relevant Consultancies / Digital Agencies.","Rocky Hill, CT 06067+1 location"
1082,Property Management - Operations Analyst - Arlington,D.R. Horton,,"Ability to analyze data sets.Past Property Management, analyst, or auditing experience is a plus.Use statistical tools to interpret data sets, providing…","Arlington, TX"
1083,HR Data Analyst,Ingenium Talent,,Verify data accuracy and resolve discrepancies timely.1-2 years experience with data entry.Cross audit of employee records entered to maintain data integrity.,"Louisville, KY 40222"
1084,Technical Business Analyst - Financial Services (100% remote...,Ascendo Resources,"$100,000 - $120,000 a year","Conduct research, gather and analyze data to produce actionable information to help define Business Requirements.","Remote in New York, NY+1 location"
1085,Board Certified Behavior Analyst,North Shore Pediatric Therapy,"$72,000 - $85,000 a year","Design, collect, and supervise case data collection.Ability to program (and analyze data and make changes) in a way that promotes child growth in a timely…","Naperville, IL 60563"
1086,Power BI Reporting Analyst,Food Management Search,"$100,000 - $120,000 a year",Drive quality and reliability throughout our data stack.Tune Microsoft SQL Server databases and queries for our data warehouse.,"Hybrid remote in Houston, TX"
1087,Data Analyst III - Military invited to apply,Veteran Staffing Network,$55 - $60 an hour,Proven working experience as a data analyst or business data analyst.4+ years working as a data analyst or business data analyst.,"Reston, VA 20191 (South Lakes Dr - Soapstone Dr area)"
1088,Business Analyst - Release Management,Eteam Infoservices Private Limited,$62 - $66 an hour,And RUP methodology and 3-5 years of related experienced as outlined above.This is a mid-level position 3-5 yrs of related experience required.,Remote
1089,Sr. Data Analyst (H),Avispa Technology,$55 an hour,10+ years of experience as a data analyst/data developer.Acquire data from primary or secondary data sources and maintain databases/data systems.,"Richardson, TX 75081+1 location"
1090,REMOTE Claims Audit Analyst,National General Insurance,,"Secures and analyzes data from claims handling system, manipulates data in Excel, extracts audit sample based on specified criteria, determines files to be…","Remote in Winston-Salem, NC 27103"
1091,Senior Business Analyst,Diverse CT,$29 - $35 an hour,"Strong experience with Agile development methodology and with managing programs in Jira.Experience working with Confluence is critical, work history including…","San Antonio, TX 78201 (Prospect Hill area)"
1092,Sales Planning Analyst,J&J Snack Foods,,Compile and analyze data over time to forecast sales trends.Prepare accurate reports using data from internal and external sources.,"Mount Laurel, NJ 08054"
1093,Senior Compensation Analyst,Generac Power Systems,,"Audits compensation data, programs policies and practices to ensure data integrity, consistency, and compliance.Strong business and financial acumen.","Waukesha, WI 53189"
1094,Developer Business Analyst/ Tester 12M Contract (Remote) #51...,SDI International Corp,$55 - $65 an hour,"Experienced business analyst with C#, ASP.Agile/Scrum: 3 years (Required).NET developer skills to provide software development on a state government…",Remote
1095,Sales Planning Analyst,J&J Snack Foods,,Compile and analyze data over time to forecast sales trends.Prepare accurate reports using data from internal and external sources.,"Mount Laurel, NJ 08054"
1096,Data Analyst (Hybrid),City Staffing,$31 - $36 an hour,1-2 years of data analyst or business data analyst experience.Acquire data from primary or secondary data sources and maintain databases/data systems.,"Chicago, IL 60608 (Pilsen area)"
1097,Data Analyst - TM,"Resource Logistics, Inc.",$30 - $35 an hour,"Experience and deep knowledge within Sales Excellence, Business Planning, Sales Operations, and/or Finance.Executive exposure and cross-functional stakeholder…","Bellevue, WA+2 locations"
1098,Businees Analytics Analyst,Acara Solutions,,This position will be responsible for providing support to their direct team working across several projects/programs to produce standard reports and dashboards…,"Remote in Buffalo, NY"
1099,Material Master Data Analyst,Wolf Home Products,,"Work closely with Vendors on Product Launches, Price Increases and Master data integrity.Maintain the processes and data associated with our I-Buy (Hybris)…","York, PA"
1100,Sr Business Analyst (Kronos),Akron Children's Hospital,,Years of relevant experience: 3 to 5 years of Kronos experience is preferred.Provides guidance and support to the Business Analyst I position as necessary.,"Hybrid remote in Akron, OH 44308"
1101,Technical Business Analyst,MESH Works,"$70,000 - $85,000 a year","Advanced knowledge of data security and encryption.Technical Business Analysis: 3 years (Preferred).Someone with strong critical thinking, problem-solving,…","Lewis Center, OH 43035"
1102,CRM Business Analyst,Hertz,,Communicate complex data in comprehensible ways.Analyze and report on complex data to define system gaps.Engages with business partners and influence project…,"Estero, FL 33928"
1103,Salesforce Business Analyst (CPQ/Steelbrick),iTalent Digital,,"Experience in creating/updating system documentation including configuration changes, data mapping requirements, functional designs, test cases and enablement…",Remote
1104,Merchandising Systems Business Analyst III,Kum & Go,,Serve as the data steward for all associated merchandising systems by leading and developing content and associated business rules for related system data with…,"Des Moines, IA"
1105,DATA ANALYST IV - Healthcare,Oculus Search Partners LLC,,Prepares data for analytic efforts by integrating and consolidating data; ensuring data quality and accuracy; profiling data inaccuracies and recommending…,"Hybrid remote in Atlanta, GA"
1106,Business Data Analyst,Riverway Business Services,From $30 an hour,5+ years of data analyst experience.Extract data from ERP into MS Excel/Access and manipulate the data for reporting functions.,"Houston, TX 77041 (Westbranch area)"
1107,Business Analyst - CRM Email Campaigns Specialist,American College of Physicians,,"3-5 years of experience providing systems, business, and project management for a wide range of technology solutions is required.","Philadelphia, PA 19106 (City Center East area)"
1108,Senior IT Business Analyst,"SouthernCarlson, Inc.",,"We provide expertise in both the products we offer and the solutions we propose.SouthernCarlson is The Contractors Choice™ for professional-grade tools,…","Houston, TX+1 location"
1109,Data Specialist,Kelly,,Performs and manages data entry activities.Researches and coordinates data collection across the company to support the Regulatory Affairs Lead.,"Irvine, CA 92618"
1110,Business Analyst - CRM Email Campaigns Specialist,American College of Physicians,,"3-5 years of experience providing systems, business, and project management for a wide range of technology solutions is required.","Philadelphia, PA 19106 (City Center East area)"
1111,Merchandising Systems Business Analyst III,Kum & Go,,Serve as the data steward for all associated merchandising systems by leading and developing content and associated business rules for related system data with…,"Des Moines, IA"
1112,Data Specialist,Kelly,,Performs and manages data entry activities.Researches and coordinates data collection across the company to support the Regulatory Affairs Lead.,"Irvine, CA 92618"
1113,Business Analyst,Logistics Integration Solutions (LIS),,Candidates must have lived in the US for at least (5) years and can't have been outside the US in the last (5) years more than (6) months cumulative.,"Remote in Raleigh, NC"
1114,Technical Business Analyst,"Software Resources, Inc.",,"Maintain extensive system configuration knowledge, data awareness and expertise across system architecture.6+ month contract with potential to be extended long…","Glendale, CA 91203"
1115,Data Analyst,,,,
1116,Strategic Sourcing Analyst I,First Solar,,Analyze data over extended time periods to identify seasonal and market trends.Supplier Bio: Gather data for financial assessments on key vendors.,"Perrysburg, OH"
1117,Business Analyst,"Childcare Network, Inc.",,Maintains deep and up-to-date knowledge of the data warehouse; troubleshoot data.Strong knowledge of database & data warehousing concepts.,"San Antonio, TX 78212 (Five Points area)"
