,title,company,salary,description,location
844,Head of Data / Data Science & Analytics,TalkingPoints,,"Management of multi-disciplinary data roles: data engineering, data analysis, data science.Strong track record guiding data architecture, data pipelines, data…",Remote in California
845,Data Scientist,Gunnison Consulting Group Inc,,"Experience in predictive modeling, data standardization, high-dimensional data modeling.Experience working with large data sets in distributed storage and big…",Remote
846,Marketing Data & Insights Analyst,Coyote Logistics,"$90,000 - $100,000 a year","Work with Data Science to ensure that marketing data sources, including 6Sense, CRM data, LinkedIn Sales Navigator and other equivalent database are structured…","Chicago, IL 60647 (Avondale area)"
847,Data Scientist,EpochGeo,"$125,000 - $185,000 a year","Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics to…","Washington, DC 20340 (Anacostia Naval Station - Boiling Air Force Base area)"
848,Data Scientist,WorkFusion,,"Collect, clean and study data.Expertise in data analysis, classical machine learning.This position requires a data scientist with a deep understanding of…","New York, NY 10005 (Financial District area)"
849,Data Scientist,New York Life Insurance Co,,"Utilizes data wrangling/data matching/ETL techniques while programming in several languages to explore a variety of data sources, gain data expertise, perform…","Hybrid remote in Tampa, FL"
850,Data Engineer,LiveRamp,,2 years of relevant experience preferably in data science or adtech/advertising technology.And a critical requirement is that you must be able to understand…,"Remote in San Francisco, CA"
851,Visualization/Data Scientist,Vita Data Sciences,,1+ years working with Clinical related data.Codes software applications to adhere to designs supporting internal business requirements or external customers.,"Waltham, MA 02451"
852,Conversational AI / NLP Engineer,Alelo,"$130,000 a year","Demonstrated ability to draw insights from user data and use them to drive product improvements.Post graduate degree in computer science, electrical…","Los Angeles, CA"
853,"Data Analyst, Global Business Operations (Remote)",Splunk,$28.85 an hour,"Standardize data and report consumption across all operations groups.Your knowledge of data, along with deep business context, and willingness to take action…","Remote in Boston, MA"
854,"Senior Research Scientist, Applied Geophysics",MIT,,"In addition, visiting faculty and researchers from universities and industry frequently participate in ERL research and educational activities.","Cambridge, MA 02139 (MIT area)"
855,Data Scientist,Kershner Trading Group,,A passion for analyzing large data sets.Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies.,"Remote in Austin, TX 78758"
856,Data Scientist,K2 Integrity,,Work with disparate data sources and formulate data structures for analysis.Ability to organize complex data and analyze financial data in a fast-paced…,"New York, NY 10017 (Midtown area)"
857,Data Scientist.,Cyber Resource,"$84,346 - $173,707 a year","Assist with complex data cleaning, integration, and analysis of public health data.The Data Scientist will collaborate with stakeholders, subject matter…","Jersey City, NJ"
858,Data Scientist,Tykhe Inc,,"Experience working with customer data.Bonus: Experience with a data science studio tool (Dataiku, Databricks, Alteryx, etc.).",Remote
859,Chief Engineer - Machine Learning,MORSE Corp,,"Strong background developing aerospace and defense technologies for programs related to data science, machine learning, data engineering, real-time systems,…","Cambridge, MA 02139 (Cambridgeport area)"
860,"Scientist / Sr Scientist, Data Science",Servier Pharmaceuticals LLC,,"Conduct analyses of NGS data, including.Experience with data visualization tools (ggplot2, RStudio Connect/Shiny).","Boston, MA 02210 (South Boston area)"
861,Data Scientist - Remote,Harley-Davidson,,"Assist in developing large scale data science projects from the ground up, including: Framing data science problems; identifying clear lines of questioning;…","Remote in Milwaukee, WI"
862,Data Scientist,KORNFERRY,,"Work closely with data scientists and engineers, and deeply understand data.Build methods and processes to measure data quality, and spot data anomalies that…",Remote
863,Artificial Intelligence / Machine Learning Engineer,Rolls-Royce,,"Collaborate with experts to work with data and use cases across multiple domains, and define and document AI/ML modeling practices and MLOps standards.","Indianapolis, IN"
864,Data Analyst - Research,SEIU 775 Benefits Group,,"A genuine passion for data science and drive to communicate using data;Exposure or experience in data governance, data engineering and/or data warehousing…","Remote in Seattle, WA 98104"
865,Data Cloud Solutions Associate,Zeta Global,,"Aggregate, analyze and present customer data analysis.VLookups, Pivot Tables, Logic-based queries, data cleaning & filtering.","Remote in Nashville, TN"
866,"Director, Data Science and Business Intelligence",Smartsheet,,"Lead teams of BI analysts and data scientists to enable data-driven discovery, data self-serve and data insights for Sales, Customer Success, Finance, Product…","Remote in Bellevue, WA 98004"
867,Bioinformatics Scientist,"Serum, Inc.","From $120,000 a year",Experience with data science best practices to ensure reproducibility.Ensure data science reproducibility through version control and documentation in…,"Remote in Newton, MA 02458"
868,"Data Engineer, Machine Learning & Data",Fast AF,,"Utilize the latest breakthroughs in stream transportation technologies, to extract enormous value out of Fast’s data.401k match up to 4%.",Remote
869,Policy Analyst,COMMUNITY SERVICE SOCIETY OF NEW YORK,,"Experience with data science software such as Stata, R, or SPSS is required.Ability to apply rigorous data analysis to complex issues, including strong…","New York, NY 10010 (Gramercy area)"
870,Senior Data Scientist (Remote),XSELL Technologies,,We’re still developing and senior members will play an active role in maturing the organization towards better data flows and data science processes which will…,Remote
871,Azure Data Architect,X2Logics,$90 - $95 an hour,"​Experience in data analytics architecture and platform development.Experience developing data transformation pipelines with tools like R, Python or C#.",Remote
872,"Scientist, Data Sciences",Universities Space Research Association,,Minimum five years of experience in data science and machine learning.Expertise with efficient data manipulation techniques with various data mining and…,"Mountain View, CA 94043"
873,"Instructor, Data Science",The Flatiron School,"$85,000 - $120,000 a year","2+ years of practitioner experience as a data scientist, data analyst or data engineer.Instructors need to be comfortable guiding students through applied and…","Remote in New York, NY 10004"
874,Analytics Engineer / Data Engineer,Blue Cross Blue Shield of Michigan,,"Implement data structures using best practices for data modeling and visualizations.Design, develop, document and test advanced data systems that supports the…","Detroit, MI"
875,Computer Vision and Data Science Engineer,Adaviv,,Data exploration and integration from different sensor data streams with a focus on multiple types of image data; explorative data visualization.,Remote
876,"Data Scientist, Product Analytics",Etsy,,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Remote in Brooklyn, NY 11201"
877,E2E Analytics Analyst,Johnson & Johnson,"$57,500 - $80,000 a year",Experience in defining/building data models.Ability to analyze data for actionable insights.Determining the correct data sets and variables.,Remote in United States
878,Data Science / Business Intelligence / Informatics,Humana,,"Humana has a wide variety of opportunities focused on data and analytics.Experience working with, or desire to work with, healthcare or operational related…","Boston, MA 02210 (South Boston area)"
879,Data Engineer,O'Reilly Media,,Team up with other groups within O’Reilly (e.g. data science or machine learning) to leverage experience and consult on data engineering best practices.,Remote
880,"Data Engineer - Chicago, IL",PepsiCo,"$85,000 - $90,000 a year",Manage and scale data pipelines from internal and external data sources to support new product launches and drive data quality across data products.,"Chicago, IL"
881,Data Scientist,Kershner Trading Group,,A passion for analyzing large data sets.Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies.,"Remote in Austin, TX 78758"
882,Data Scientist,Wise Equation Solutions,,Implement algorithms to mine targeted data and the ability to convert data into a business story.Create and implement data models.,"Austin, TX"
883,"Educator, Data Scientist",BrainStation,,"Practical experience designing and applying data science processes to conduct experiments using a variety of tools and methods, and can speak to their…","Miami, FL"
884,Data Scientist,Dot Foods Inc.,,Work as part of the internal Data & Analytics team to ensure the optimal design of data models and pipelines to support data science initiatives.,"Remote in Chesterfield, MO 63005"
885,Data Scientist,Microsoft,,Candidates are expected to be hypothesis driven with passion for data and should be experienced in making data-driven business decisions.,"Redmond, WA 98052 (Overlake area)"
886,Data Engineer,LiveRamp,,2 years of relevant experience preferably in data science or adtech/advertising technology.LiveRamp is the leading data connectivity platform.,"Remote in San Francisco, CA"
887,Data Analyst - Food and Nutrition Policy and Programs,Tufts University,,"Lead the coordination and oversee data collection quality during specific data collection activities.Experience working with complex datasets, especially…","Remote in Boston, MA 02111"
888,"Instructor, Data Science",The Flatiron School,"$85,000 - $120,000 a year","2+ years of practitioner experience as a data scientist, data analyst or data engineer.Instructors need to be comfortable guiding students through applied and…","Remote in New York, NY 10004"
889,Conversational AI / NLP Engineer,Alelo,"$130,000 a year","Demonstrated ability to draw insights from user data and use them to drive product improvements.Post graduate degree in computer science, electrical…","Los Angeles, CA"
890,Associate Data Scientist,SameSky Health,,"Are you excited about shaping the direction of a data science division?Develop processes and workflows around each step of the data life cycle including, but…","Remote in Los Angeles, CA"
891,Energy Data Engineer,Booz Allen Hamilton,,"Change the world with the Data Science Bowl—the world’s premier data science for social good competition.Participate in partnerships with data science leaders,…","Washington, DC"
892,Data Scientist,Dot Foods Inc.,,Work as part of the internal Data & Analytics team to ensure the optimal design of data models and pipelines to support data science initiatives.,"Remote in Chesterfield, MO 63005"
893,Sr AI Algorithm Developer,"Stoneridge, Inc.","$95,000 - $115,000 a year","Additional responsibilities will include data collection, system simulation, data analysis and vehicle testing.Work on IP development / patent application.","Novi, MI 48377"
894,Research Assistant (Statistical)/Survey Analyst,Z FEDERAL,,Perform analysis of source data against historical data to identify anomalies.Perform in-depth checks and reviews of data and data tables for publication to…,"Temporarily Remote in Washington, DC"
895,Jr. Analytics Associate,Evoke Melt,,"An entry level analytics professional with educational coursework in data science, computer science, or digital marketing.Understand tagging (how and why).","Tempe, AZ 85281"
896,Data Analyst - Research,SEIU 775 Benefits Group,,"A genuine passion for data science and drive to communicate using data;Exposure or experience in data governance, data engineering and/or data warehousing…","Remote in Seattle, WA 98104"
897,"Data Scientist, Analytics",Grindr,,"Experience with a data visualization tool (e.g. Looker, Tableau).To learn more about how we handle the personal data of applicants, visit our Employee and…","Los Angeles, CA"
898,Data Science / Business Intelligence / Informatics,Humana,,"Humana has a wide variety of opportunities focused on data and analytics.Experience working with, or desire to work with, healthcare or operational related…","Boston, MA 02210 (South Boston area)"
899,Data Science Engineering,Western Digital,,Leverage existing big data platform and data pipeline tools to develop optimal automated processes to assemble and process large data sets from different…,"Remote in San Jose, CA 95138"
900,Conversational AI Engineer/ Solutions Engineer (remote),TalentTECH,"$75,000 - $120,000 a year",This is a fully remote role so you can be based anywhere on the east coast.*.It is a very interesting role as the work will involve working closely with big…,"Remote in Denver, PA"
901,Data Analyst,TrueNorth,,Develop data expertise and own data quality across a number of high-visibility business areas.Build dashboards for self-service data consumption.,"Remote in Seattle, WA"
902,Senior Data Analyst (ML and Data Science),Pearson,"$90,000 a year","3-5 years’ experience in a B2C/D2C business in big-tech data management including but not limited to: data clustering, ETL, data structuring best practices,…","Honolulu, HI 96823 (Makiki area)"
903,Data Engineer/ Data Scientist,Aegis Ventures,,"Maintains data acquisition process and data pipelines; verifies data quality, and/or ensures it via data cleaning and processing.","Remote in New York, NY 10010"
904,"Data Scientist, Product Analytics",Etsy,,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Remote in Brooklyn, NY 11201"
905,Data Scientist,Quick Services LLC,,Candidates will be required to support analyses/analytics and informatics for data-driven decision making/data science.Current TS/SCI DOD Clearance required.,"Fort Bragg, NC 28307"
906,Data Architect,Salud Revenue Partners,"$76,000 - $120,000 a year","Knowledge of big data solutions, data warehouse architectures, infrastructure components, data integration and business analytics.",Remote
907,Data Scientist (SC),Staples,,"Research, design, and implement data models and innovative algorithms to analyze diverse sources of data to realize actionable results.","Framingham, MA 01702"
908,Data Scientist Pool,Rogers Behavioral Health,,Experience working with and creating data architectures and data pipelines preferred.Develop custom predictive data models and algorithms to apply to data sets…,Remote
909,"STAT - Programmer, Editorial Events",Boston Globe Media Partners,"$70,000 a year","Experience with health care, business, or science topics is a plus, but we’d also consider a voracious learner who is enthusiastic about understanding new beats…","Boston, MA 02109 (Central area)"
910,Data Scientist,Elder Research Inc,,"1 years of experience in data science or a related technical field.Exploration, cleaning, and wrangling to understand available data.","Hybrid remote in Atlanta, GA 30301"
911,Senior Data Scientist,Eleanor Health,,Excellent command of data science libraries in Python.Experience working with claims data is not required but a plus.,"Remote in Boston, MA"
912,Data Scientist,Wise Equation Solutions,,Implement algorithms to mine targeted data and the ability to convert data into a business story.Create and implement data models.,"Austin, TX"
913,Machine Learning Engineer,Brightcove,,"Experience with data pipelines and large scale data stores (data lake, data warehouse, Hadoop, MapReduce, Spark).","Remote in Boston, MA"
914,Data Engineer,confidentioal,$60 - $63 an hour,"Good to have: Data science experience, data pipelines, data structures.Do not need data mining.Batch processing; not real time data.",Remote
915,Data Analyst,Crowdz,,"Sourcing, assessing, compiling, cleaning, and validating financial and credit data.You will be charged with conducting thorough analyses of company, market,…","Hybrid remote in Nashville, TN"
916,Senior Data Scientist,Step,,"5+ years experience in data engineering or data science.A graduate degree in statistics, applied mathematics, computer science, physical sciences, or a similar…","Remote in Palo Alto, CA 94301"
917,Data Science Manager,"Grammarly, Inc.","$156,000 - $286,000 a year","Provide data-driven solutions to complex product and growth questions.Has practical experience in data analysis, statistics, and experimentation.",Remote
918,Data Scientist,Carma Technology Corporation,,Knowledge of data science toolkits and big data analytics technologies.Experience with data visualization tools and expertise in data mining and machine…,Remote
919,Associate Analyst,Critical Mass,,"0-3 years of experience related to computer science, statistics, data analytics, and any other related fields.Top notch communication and collaboration skills.","Hybrid remote in New York, NY"
920,Data Analyst,EXOS,,"Bachelor’s degree in a technology-related field (data science, computer science, software engineering, etc.), with 1-2 years’ data analysis experience.",Remote
921,Speech Machine Learning Research Engineer,Samsung Research America,,"We are looking for candidates with expertise in Digital Signal/Speech Processing, good knowledge of Deep/Machine Learning with 3+ years of industry experience.","Mountain View, CA 94043"
922,VP Data Science and Solutions,Navigate360 Llc,,Minimum 3 years of relevant experience managing a team focused on data science including hands-on experience directing the activities of data scientists.,"Tampa, FL 33625"
923,Data Scientist,WorkFusion,,"Collect, clean and study data.Expertise in data analysis, classical machine learning.This position requires a data scientist with a deep understanding of…","New York, NY 10005 (Financial District area)"
924,Data Scientist (remote),KeyBank,"$70,000 - $110,000 a year",Work with senior data scientists to develop new models.Experience working with large scale structured and unstructured data.,Remote
925,Data Scientist,Triwave solutions Inc,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,"Remote in Baltimore, MD"
926,Data Science Associate (Hybrid - 3/2 Work Schedule),Castleton Commodities International,,"Work with desk heads, traders and analysts in order to gain understanding of current data flow, data architecture, investment process, and functional…","Houston, TX"
927,Data Scientist and Software Developer,AQUASIGHT LLC,"$85,000 - $110,000 a year","Demonstrable passion for big data, data mining and generating insights.Proficient across data analytics value chain: data acquisition, data transformation,…",Remote
928,"Data Scientist, Monetization",ByteDance,,"Industry experience in data science is strongly preferred.Experience building data science models (Regression, Decision Trees, K-Means, etc.).","New York, NY"
929,Data Scientist,Mercury,,"Have experience crafting data pipelines and dashboards, and understand different database structures.Influence and partner with engineering, design, and…","San Francisco, CA"
930,"Data Scientist, Marketing Analytics",Publix,"$96,330 - $144,560 a year","Intermediate knowledge of data visualization tools (i.e., Tableau or Microstrategy Desktop) and Python Coding.At least three (3) years’ experience writing SQL.","Lakeland, FL 33811"
931,Machine Learning Engineer,MissionWired,"$85,000 - $135,000 a year",Experience with Python or R data tools;Experience identifying patterns in complex data sets;Developing and supporting the development of infrastructure for…,"Washington, DC"
932,Associate Data Engineer,Hakkoda,,"This work includes data ingestion pipelines, data architecture, data governance and security.Exposure to working with data (analytics, data warehousing).",Remote
933,Data Scientist,BlackHorse Solutions Inc,,Research latest data science tradecraft and technology.Minimum 6 years of experience in data science and analysis.Minimum 2 years experience in AI/ML.,"Herndon, VA 20171"
934,Data Scientist Pool,Rogers Behavioral Health,,Experience working with and creating data architectures and data pipelines preferred.Develop custom predictive data models and algorithms to apply to data sets…,Remote
935,Machine Learning Engineer: Terrestrial Ecosystem Modeling,Earthshot Labs,,"You will aid in designing a modeling system that accurately portrays ecosystem services, and the financial outcomes for landowners that will catalyze ecological…","San Francisco, CA"
936,Data Engineer,Wheelhouse DMG,,"Perform transformation, documentation, and testing of data flows within our data warehouse.Experience or understanding of ETL/ELT, data processing, and data…","Remote in Seattle, WA"
937,Data Scientist,US Department of Energy - Agency Wide,"$44,740 - $176,300 a year","Planning, organizing, and presenting data science and data visualization techniques-based reports showcasing data-driven insights to organizational leadership…","Idaho Falls, ID"
938,Investment Data Analyst - REMOTE US,MassMutual,"$80,000 - $100,000 a year","Drive thoughtful data governance while ensuring data cleansing, quality and efficiency.Juggle a variety of immediate short term data analytic & reporting needs…","Remote in Boston, MA 02124"
939,Machine Learning Engineer,SAIF,"$7,650 - $10,200 a month",Minimum 4 years of experience working in an AI / ML / data science context alongside Data Scientists and/or ML Engineers.,Remote
940,Data Scientist,Veeco,,"Solid mathematics and statistical data analysis capability.Develop an in-depth understanding of the existing data streams available to be leveraged, and…","Remote in San Jose, CA"
941,Data Science Engineer,eTeam Inc.,,"Develop and support data pipelines to extract, transform and load data into Google Data Center data warehouse.Experience designing data models or table schema.","Chicago, IL"
942,Data Science Lead,Govini,,"Minimum 7 years hands on data science experience.As the team lead, you must be a data nerd with a strong understanding of the various fundamentals of data…","Pittsburgh, PA"
943,Senior Data Scientist,Cambridge Mobile Telematics,,Communicate and present the data science work within the data science team as well as to stakeholders across the org and to collaborate across different teams.,"Cambridge, MA"
944,Data Scientist,Tendo Systems,,"3+ years of experience in data analysis software, with data science experience preferred.Bachelor’s degree in data science, statistics, epidemiology,…",Remote
945,Color Imaging Scientist,Apple,,"M.S. or Ph.D. (preferred) in computer science, color science, image science, EE or equivalent.Knowledge of metrology, perceptual modeling, data science, and…","San Diego, CA"
946,Azure Data Architect,X2Logics,$90 - $95 an hour,"​Experience in data analytics architecture and platform development.Experience developing data transformation pipelines with tools like R, Python or C#.",Remote
947,Data Scientist - NLP,"Lexical Intelligence, LLC","$100,000 - $130,000 a year","Experience with data extraction from unstructured sources, integrating data from multiple databases, cleaning, and normalizing for downstream data analysis.","Bethesda, MD 20814 (Bethesda Center area)"
948,Statistician (Data Science),US Office of Inspector General,"$117,692 - $164,102 a year","Credit toward meeting statistical course requirements should be given for courses in which 50 percent of the course content appears to be statistical methods, e…","Hybrid remote in Denver, CO"
949,Sr. Data Analyst - remote,The Key,"$76,157 - $166,918 a year",Your main tasks will include analyzing sales and inside sales data to come up with actionable recommendations that will materially improve the business.,Remote
950,Data Analyst (Underwriting / Lending Industry),dot818 LLC,,"Track various data metrics within the lending industry.Close interaction with IT Team to design/improve data architecture.Knowledge of R, Python, SQL.","Glendale, CA 91203 (Glendale area)"
951,Data Science Analyst,ELO Touch,,"Consults with users or decision makers to identify data sources, required data elements, or data validation standards.Experience and knowledge of SQL database.","Richardson, TX 75081"
952,Data Science Associate (Hybrid - 3/2 Work Schedule),Castleton Commodities International,,"Work with desk heads, traders and analysts in order to gain understanding of current data flow, data architecture, investment process, and functional…","Houston, TX"
953,2023 University Graduate - Machine Learning Engineer,Adobe,,Apply data mining and machine learning to improve the ranking and recommendations as part of search work-flow.BS or MS in Computer Science.,"San Jose, CA"
954,Data Scientist- Data Technologies,Bloomberg,,"Strong data intuition and expertise with data analysis.Experience working with financial data.Experience with scientific computing, time series, panel data,…","New York, NY 10261"
955,Data Science Analyst,The Ohio State University Wexner Medical Center,,"Provides extensive data management support to obtain and prepare data for analysis.Certification Desired: Data analytics, data science, or statistical analysis…","Columbus, OH 43215 (Downtown area)"
956,Statistics Programmer,PlayStation Global,,"B.S. degree in computer science or equivalent experience.Systems worked on may include serialization/unserialization of data structures, custom database…","Remote in San Diego, CA"
957,Data Analyst,EXOS,,"Bachelor’s degree in a technology-related field (data science, computer science, software engineering, etc.), with 1-2 years’ data analysis experience.",Remote
958,Associate Data Scientist Analyst,Tokio Marine HCC,,"Use data to tell a story.Draws insights from many different forms of data and has a passion for data driven creative processes, predictive models, and…","Houston, TX 77040 (Cypress-Fairbanks area)"
959,"Scientist, Data Sciences",Universities Space Research Association,,Minimum five years of experience in data science and machine learning.Expertise with efficient data manipulation techniques with various data mining and…,"Mountain View, CA 94043"
960,Data Scientist,Apixio,,"Demonstrated ability to communicate and drive product change based on data science insights.Advanced degree in computer science, data science, statistics, or a…","Hybrid remote in San Mateo, CA"
961,Marketing Insights Analyst #2581 ATX (JO-2208-173843),Ultimate Staffing Services,$45 - $60 an hour,You will be responsible for the transformation of discrete and non-discrete data from various marketing systems to enable data science workflows and for…,"Remote in Costa Mesa, CA 92626"
962,Part-Time LegalTech AI Analyst (100% Remote) - Must be Licen...,The Mom Project,$120 an hour,They are looking to add a CA licensed attorney to their team as a Part-Time LegalTech AI Analyst.The company is focused on building a program for assisting…,Remote
963,Cloud Data Transformation Engineer,Accenture,,"Business Translator (identifying business problem, initiative, analytics intervention, data science management, data science interpretation, storytelling).","Boston, MA"
964,Advanced Analytics Analyst (US),Elevance Health,,Understands the pitfalls and limitations of analyzing practical data and the ability to ensure data and analysis quality.,"Indianapolis, IN"
965,Sr. Data Analyst - Distribution and Admin Services,"Broadcast Music, Inc",,"Strong experience with data in various forms (data warehouses/SQL, unstructured data environments).This includes data modeling, distribution file creation,…","Hybrid remote in Nashville, TN"
966,Senior Data Scientist - Computational Lithography,ASML,,"Data science, Computer science & software engineering, Electrical engineering.The employee will be responsible for applied R&D in the areas of:","San Jose, CA 95131 (North San Jose area)"
967,Decision Science Analyst/Manager - Hybrid,Propensity4,"$40,000 - $130,000 a year",Baseline essentials for this role includes knowledge and interest in conducting simple data programming and manipulation analytics.,"Berwyn, PA 19312"
968,Senior Data Scientist,Cambridge Consultants Inc,"$120,000 - $145,000 a year","A solid understanding of Machine Learning concepts, managing data sets and AI frameworks (e.g. pyTorch or similar) as well as experience of developing Deep…","Boston, MA"
969,"Chief of Data Analytics - Houston/Midland, TX",The University of Texas System,,"Will be working in large data sets, merged data sources, data warehousing and data connection improvements.Responsible for deriving, designing, and improving…","Houston, TX"
970,Data Scientist,Datacolor,,"Perform data analysis and draw impactful insights from current measurement data to guide solution of present problems and to instruct the design, manufacture,…","Hybrid remote in Township of Lawrence, NJ 08648"
971,Data Analyst/Modeler,Millennial Specialty Insurance,"$80,000 - $85,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Experience with cloud-based data warehouse, data lake, and enterprise…",Remote
972,Senior Machine Learning Engineer,Zillow,"$157,900 - $252,200 a year","Experience building data pipelines, exploration and visualization tools.Our solutions will ingest large volumes of data (imagery and metadata), and process it…",Remote in California
973,Senior Data Scientist,ManTech International Corporation,,Experience automatically anonymizing data across data sets.Experience curating large data sets.A Postgraduate degree from an accredited college or university…,"Washington, DC"
974,Palantir Data Engineer,Silex Data Solutions,,Data engineering experience preferred over data science.Ingest new data sources using Foundry’s data ingestion UIs.Monitor build progress and debug problems.,Remote
975,Principal Quantitative Analyst,Opinion Dynamics,"$130,000 - $180,000 a year","Advanced degree in quantitative social science, statistics, economics, computer science or related field.15+ or more years of work experience in advanced data…","Waltham, MA 02451"
976,Computer Vision and Machine Learning Engineer,"Stratom, Inc.","$120,000 - $180,000 a year","Understanding of data collection and labeling design and execution.Experience working with image (visual, IR, etc.) and point cloud data.","Boulder, CO 80301"
977,"Software Engineer, Gameplay AI (Open to Remote) - Overwatch",Blizzard Entertainment,,"Work with designers, artists and other engineers to bring AI characters to life.Develop simple AI solutions to challenging AI problems within the performance…","Remote in Irvine, CA 92618"
978,Cloud Data Engineer,"The Travelers Companies, Inc.",,"Incorporate core data management competencies including data governance, data security and data quality.Four years of data engineering or equivalent experience…","Hartford, CT 06101 (North Meadows area)"
979,Data Scientist – Credit Risk,Fora Financial LLC,,"In depth understanding of data collection, data flow management, data manipulation, data archiving and data standards.Medical, Dental and Vision Coverage.","Miami, FL 33131"
980,"Group Product Manager, Product Insights",The Estée Lauder Companies,"$150,000 - $175,000 a year","The Group Product Manager (GPM), Product Insights will create value from our unique, rich, and rapidly growing data, side by side with engineering, data science…","New York, NY 10010 (Flatiron area)"
981,Predictive Analytics - Product Manager - Multiple Locations,UnitedHealth Group,,"Assess data quality, execute data manipulation and data cleaning.Perform quantitative analysis of Actuarial, financial, utilization and cost data.","East Hartford, CT 06138"
982,ML/AI Engineer - Remote,SOSi,,"2+ years of professional experience as software developer, data engineer, or data scientist.Collaborate with a team of exceptionally talented developers,…","Remote in Vienna, VA"
983,"Statistician, Service Demand Planning",Tesla,,"Must demonstrate strong mathematical/statistical knowledge relevant to Supply Chain or Operations analytics and strong analytical skills to distill, synthesize…","Fremont, CA"
984,Data Scientist,Recruitics,,Repeatable data science process and workflow.Possess experience delivering multiple data science projects and machine learning.,"Atlanta, GA"
985,AI Implementation Analyst,Aperia Solutions,,"AI Implementation Analyst (Full-Time & Permanent).Building relationships, executing on commitments, and delivering value are the essential qualities for anyone…",Remote
986,Data Scientist,"INFICON, Inc.",,Candidates without a PhD are encouraged to apply if you have experience solving challenging data science problems.Experience with pyTorch or Tensorflow.,"East Syracuse, NY 13057"
987,Principal Data Analyst,Finra,"$84,300 - $151,900 a year","Perform accurate data analysis in non-complex enforcement matters.Effectively describe data analysis and findings, noting exceptions or assumptions embedded in…","Hybrid remote in Rockville, MD 20850"
988,Manager Data Science Product Owner (Remote),Vertical Recruiting,,"5 years in data analytics, academic research and/or work experience to include:At least one of the following automation tools and techniques: Auto IT, Selenium…","Remote in Dallas, TX"
989,Senior Unity Programmer,Black Box VR,"$90,000 - $120,000 a year","A degree in CS, engineering, data science, or mathematics.Black Box VR uses learning algorithms to track each workout performance and adjusts our patented…","Remote in Boise, ID 83702"
990,Computer Vision and Machine Learning Engineer,"Stratom, Inc.","$120,000 - $180,000 a year","Understanding of data collection and labeling design and execution.Experience working with image (visual, IR, etc.) and point cloud data.","Boulder, CO 80301"
991,"Group Product Manager, Product Insights",The Estée Lauder Companies,"$150,000 - $175,000 a year","The Group Product Manager (GPM), Product Insights will create value from our unique, rich, and rapidly growing data, side by side with engineering, data science…","New York, NY 10010 (Flatiron area)"
992,AI Implementation Analyst,Aperia Solutions,,"AI Implementation Analyst (Full-Time & Permanent).Building relationships, executing on commitments, and delivering value are the essential qualities for anyone…",Remote
993,"Data Scientist- D3, Remote/Home Based",Allstate,"$110,000 - $135,000 a year","Key Responsibilities: • Uses best practices to develop statistical, machine learning techniques to build models that address business needs and to improve the…","Remote in Northbrook, IL"
994,Data Scientist,Recruitics,,Repeatable data science process and workflow.Possess experience delivering multiple data science projects and machine learning.,"Atlanta, GA"
995,Software Engineer II - Backend for AI Platform,Uber,,"Systematic problem solving approach and knowledge of algorithms, data structures and complexity analysis.The group consists of Uber's machine learning platform…","Sunnyvale, CA 94086"
996,"Quantitative Risk Analytics, Tech Lead (Remote)",Freddie Mac,,"Familiar with raw credit in-files and data reported to Credit Bureau, and how these data feed into credit scoring.","Remote in McLean, VA 22102"
997,Data Scientist/Analyst,"Group 1 Automotive, Inc.",,"Experience using data analysis tools, including SQL and Snowflake.At least five years of database marketing and data analysis experience.","Houston, TX 77024 (Memorial area)"
998,"Senior Data Analyst, Advanced Content Analytics",Disney Media & Entertainment Distribution,,"Apply advanced analytics techniques (data mining, data visualization, statistical analysis, machine learning) on large-scale, high-dimensional data to help…","Santa Monica, CA 90401"
999,Senior Data Scientist,Plymouth Rock Assurance,,"Identifies drivers of insurance costs, understanding the economics of customers’ behavior and estimating the expected losses for segments of risks using…","Woodbridge, NJ 07095"
1000,Customer Success Manager,"Tax Reduction Company Inc,","$39,144 - $60,000 a year","You can lead a team to process large volumes of inbound customer service requests with efficiency and with empathy.Hire, onboard, & train new hires.",Remote
1001,"SAP ML Engineer (Austin, TX, Dallas, TX, Culver City, CA, El...",Apple,,Maintain pipelines by evaluating model performance over time and work with the data science team to retrain and update.,"Austin, TX"
1002,Sr. Product Data Analyst,Execusource inc,"$110,000 a year","Perform key data analysis to identify trends and themes in the product data.Identification of data governance processes to ensure the product taxonomy,…","Remote in Roswell, GA"
1003,Jr. SQL Server Developer/Power BI (Train & Transfer),VForce InfoTech,"$65,000 - $100,000 a year","We have an upcoming project & we are in the hiring process, 0-5 Years of experience as a SQL Server Developer.An advanced understanding of computer concepts.","Edison, NJ 08817"
1004,"Data Visualization Developer, Mid",Booz Allen Hamilton,,"Bachelor's degree in mathematics, statistics, computer science, data science, econometrics, physics or similar field.Ability to obtain a security clearance.","Langley AFB, VA"
